,Year,Area,Share_sum(%),Change_sum(%)
1261,2003,Ireland,215.7958247858089,-19.481072563799625
1274,2003,Italy,180.7568116750616,29.450715899319853
1287,2003,Latvia,82.3534472111636,-14.621644335010053
1300,2003,Lithuania,30.491766821045676,-13.710337284552121
1313,2003,Luxembourg,189.88214184199379,-13.68144860874884
1326,2003,Malta,200.0,17.9337231968811
1339,2003,Netherlands,210.9851691600095,11.411073219554583
1352,2003,Poland,290.76638398126823,35.467969288253634
1365,2003,Portugal,155.1191934825131,-86.97815764054344
1378,2003,Romania,176.30969530096084,-46.5406241541461
1391,2003,Slovakia,80.75954272427805,52.56108038882598
1404,2003,Slovenia,117.04212729458938,5.816391542880838
1417,2003,Spain,137.59930351507217,-22.138060714941588
1430,2003,Sweden,15.742491951529088,120.4863579284414
1443,2003,United Kingdom,184.7507071764264,23.043952053630747
1456,2004,Austria,84.79489488399008,-37.80574157638588
1469,2004,Belgium,95.11615591777026,22.213535160696047
1482,2004,Bulgaria,149.25304270418297,-28.098729910962348
1495,2004,Croatia,105.5438020810844,1.6709118772112106
1508,2004,Cyprus,199.9615879548964,7.3543928923988195
1521,2004,Czech Republic,190.6582897586853,5.881976675432474
1534,2004,Denmark,199.09695935080023,-93.74408909292997
1547,2004,Estonia,198.83540372670797,-0.4756612893635799
1560,2004,Finland,106.2971381205848,-61.43076077765635
1573,2004,France,24.16519863627111,-12.633746910514812
1586,2004,Germany,175.42082039548927,-6.429340762817179
1599,2004,Greece,240.0328595241905,-88.1801749078647
1612,2004,Hungary,148.01375425592914,-37.52617827910855
1625,2004,Ireland,213.64663890541317,4.967378685909852
1638,2004,Italy,178.89439971558653,25.85820124816665
1651,2004,Latvia,63.67769617251403,-57.62742862390561
1664,2004,Lithuania,32.84858352860935,24.54400835656036
1677,2004,Luxembourg,188.45450335931244,57.0437745880985
1690,2004,Malta,200.0,-1.788908765652962
1703,2004,Netherlands,206.62258875375738,-0.6193789234599694
1716,2004,Poland,288.4625782729341,35.826204120888214
1729,2004,Portugal,178.2031576878146,59.46719677590734
1742,2004,Romania,159.91595469750592,inf
1755,2004,Slovakia,79.68791064388948,-12.856657162899797
1768,2004,Slovenia,107.29759290682391,-9.17643834408559
1781,2004,Spain,145.77875864156027,68.09963803887416
1794,2004,Sweden,8.592149392862353,-182.9189301130192
1807,2004,United Kingdom,185.56384807048354,-11.237178095284133
1820,2005,Austria,84.31303059313835,11.817081945536438
1833,2005,Belgium,93.25883777643237,-18.351135732271842
1846,2005,Bulgaria,137.5124723962694,-8.929375762266933
1859,2005,Croatia,109.6924903304866,-6.4295356043253875
1872,2005,Cyprus,199.95791562150643,8.33134967864798
1885,2005,Czech Republic,192.43190764321474,-7.744553040255995
1898,2005,Denmark,188.52011256414494,-64.66890260558108
1911,2005,Estonia,197.81817953773356,8.11848658987189
1924,2005,Finland,76.33202970189686,-196.3871243152506
1937,2005,France,27.00005994119394,62.44572924617867
1950,2005,Germany,173.26845093268432,19.437205875602455
1963,2005,Greece,238.2487812218045,1.2213605290657448
1976,2005,Hungary,131.8024655103335,-79.02643661787035
1989,2005,Ireland,210.3101984700794,17.864155270591933
2002,2005,Italy,181.98535421164613,-7.907347773028775
2015,2005,Latvia,60.82405175425603,-86.36844469351976
2028,2005,Lithuania,48.09280306960957,35.1869243067516
2041,2005,Luxembourg,187.49933101858286,-17.72486424725836
2054,2005,Malta,200.0,2.16606498194944
2067,2005,Netherlands,200.61421502045036,-17.128734955521832
2080,2005,Poland,286.54093810413633,50.34008437277777
2093,2005,Portugal,197.2046850159848,90.47244663685034
2106,2005,Romania,150.14538886049993,-59.37233923342423
2119,2005,Slovakia,74.6616877313926,-22.72682849593735
2132,2005,Slovenia,109.7239048195842,-3.4680384964220092
2145,2005,Spain,157.6160517371398,53.88098644841111
2158,2005,Sweden,6.414818661690875,-132.5703717318628
2171,2005,United Kingdom,184.20119754620399,17.144966414515544
2184,2006,Austria,80.08832491959913,-59.94093991767636
2197,2006,Belgium,90.18295251596778,-37.175973736857806
2210,2006,Bulgaria,137.61895265743092,8.04347021479407
2223,2006,Croatia,114.59413448889538,45.247908677632026
2236,2006,Cyprus,199.935002854372,12.56855575868368
2249,2006,Czech Republic,188.66743670586112,7.8141969248698
2262,2006,Denmark,213.5142838350396,174.05288474623418
2275,2006,Estonia,197.33247675994943,-10.89277676963124
2288,2006,Finland,109.30362823500882,404.6329540407977
2301,2006,France,24.00512179978721,-53.55003385542651
2314,2006,Germany,169.8863636363634,6.720490311382978
2327,2006,Greece,228.0901539028606,13.847161831068714
2340,2006,Hungary,136.11866460489034,26.716233444097085
2353,2006,Ireland,203.44635904738283,-7.098680724296628
2366,2006,Italy,181.3931578172027,10.966163608049031
2379,2006,Latvia,86.05686621366537,65.73810133783641
2392,2006,Lithuania,47.0344636025806,-54.2914922463599
2405,2006,Luxembourg,186.0738997026866,28.27247516900192
2418,2006,Malta,200.0,1.8749999999999818
2431,2006,Netherlands,200.70840060368948,-11.634540411619223
2444,2006,Poland,286.2758613313657,10.24229695357364
2457,2006,Portugal,166.05899849797592,-65.13888513548997
2470,2006,Romania,163.5730963566051,78.6446594499115
2483,2006,Slovakia,70.76945541460181,-34.19090444090657
2496,2006,Slovenia,113.56810725666,36.57712285034142
2509,2006,Spain,146.54762323764515,-37.68712849055684
2522,2006,Sweden,7.925581191232216,88.50268893843689
2535,2006,United Kingdom,190.27408649852006,20.66815240290366
2548,2007,Austria,73.24818020493764,-126.87655579529752
2561,2007,Belgium,88.92331434362592,-17.321190432914978
2574,2007,Bulgaria,170.45787432078473,112.33766933648812
2587,2007,Croatia,143.71357733364144,101.68823030641074
2600,2007,Cyprus,199.85487120589298,9.3313265964309
2613,2007,Czech Republic,193.87707614425653,35.12650799594839
2626,2007,Denmark,198.17122799877893,-98.26431602750101
2639,2007,Estonia,197.61192266803153,18.371868108915702
2652,2007,Finland,99.15941095375769,-45.017876917464164
2665,2007,France,24.97085047666395,12.675084624561093
2678,2007,Germany,174.3577620173362,14.91025563618982
2691,2007,Greece,240.64035625041902,55.52083694000005
2704,2007,Hungary,135.5710096731002,98.95545133432061
2717,2007,Ireland,199.6735572229681,-16.96853312761462
2730,2007,Italy,183.29508088606119,-10.393901582263867
2743,2007,Latvia,81.4739170278179,inf
2756,2007,Lithuania,42.674035100413434,25.98776715410564
2769,2007,Luxembourg,183.46389093853642,-6.577119521789598
2782,2007,Malta,200.0,3.0959752321981204
2795,2007,Netherlands,201.28731402831218,39.425796996772945
2808,2007,Poland,284.00164081225273,-10.805789723957714
2821,2007,Portugal,157.2723500295549,-41.66993163501182
2834,2007,Romania,163.79162500032604,186.14808545203252
2847,2007,Slovakia,71.65690887539942,-51.45009758777395
2860,2007,Slovenia,115.79667385825722,-7.732589072389018
2873,2007,Spain,148.92866531409837,3.7736872091448035
2886,2007,Sweden,6.384269954430175,-49.7116906674229
2899,2007,United Kingdom,192.49509296801045,-12.618519079901368
2912,2008,Austria,70.48315406953694,-17.955564955967724
2925,2008,Belgium,86.69643607239044,-52.670910736095756
2938,2008,Bulgaria,168.10630109193096,-40.204318852531884
2951,2008,Croatia,128.11424100156475,-120.12701790108721
2964,2008,Cyprus,199.4309287282536,8.05258833196384
2977,2008,Czech Republic,185.85000614453753,-64.91823415860772
2990,2008,Denmark,192.5442429538997,-37.506849031654966
3003,2008,Estonia,196.25781480417817,-5.695361945676998
3016,2008,Finland,79.24403217129733,-116.96693356748808
3029,2008,France,23.59511307087481,-25.66026377802587
3042,2008,Germany,166.82926829268277,-15.513864180199867
3055,2008,Greece,234.73730657378871,-3.95241151059546
3068,2008,Hungary,131.88419389853377,-33.28051302000425
3081,2008,Ireland,193.2038075655248,9.25247992064266
3094,2008,Italy,176.55903159510046,-16.414235161563322
3107,2008,Latvia,78.21922539838523,124.79834645690964
3120,2008,Lithuania,39.6208772532844,11.02877486063323
3133,2008,Luxembourg,179.26836296626666,-34.88354349908943
3146,2008,Malta,200.0,1.393728222996504
3159,2008,Netherlands,196.3534384337903,-12.859640817574734
3172,2008,Poland,281.271497751633,-8.715301351859182
3185,2008,Portugal,160.227303964086,-16.99974129993926
3198,2008,Romania,152.15539934907608,-140.15143966962103
3211,2008,Slovakia,68.1792891778138,-2.106534439225924
3224,2008,Slovenia,103.42229753484231,-51.53360320620383
3237,2008,Spain,137.70983868371204,-136.0904501762056
3250,2008,Sweden,6.4778602615295,-45.844014187154244
3263,2008,United Kingdom,193.68973948524635,5.566462998574936
3276,2009,Austria,63.35050050103262,-65.16080862100195
3289,2009,Belgium,88.3826809198905,-1.7895784330050013
3302,2009,Bulgaria,160.38550924117914,-60.13618686152375
3315,2009,Croatia,100.39147589456432,-116.01547683093567
3328,2009,Cyprus,198.822254285379,4.73933649289096
3341,2009,Czech Republic,178.2017194382221,-37.606285606862286
3354,2009,Denmark,193.2963197097544,-4.689070795851519
3367,2009,Estonia,187.68967182786685,-113.51618355319131
3380,2009,Finland,89.47234392823128,35.14403415630369
3393,2009,France,23.421999574213586,-40.0398300017468
3406,2009,Germany,164.77193884976063,-50.93128461853027
3419,2009,Greece,229.1647846633259,inf
3432,2009,Hungary,115.6138093403379,-66.18851377965277
3445,2009,Ireland,184.92897945688338,-76.65750899318462
3458,2009,Italy,165.65626184559997,-63.24986340782044
3471,2009,Latvia,72.34108353940424,95.14553223256883
3484,2009,Lithuania,39.46583630695501,42.702889743330815
3497,2009,Luxembourg,183.00421607286148,39.79900855396268
3510,2009,Malta,200.0,-12.45674740484426
3523,2009,Netherlands,194.81502467706358,-1.8143414967246976
3536,2009,Poland,276.79748021251294,-19.148146829467848
3549,2009,Portugal,152.1323046289432,9.068917030231962
3562,2009,Romania,143.08686514014437,479.67660640778865
3575,2009,Slovakia,68.12712163084989,-45.37378371227411
3588,2009,Slovenia,101.48452321345752,68.70679977060115
3601,2009,Spain,125.29979967618866,-71.56261059256886
3614,2009,Sweden,7.149018432825232,127.4036041089591
3627,2009,United Kingdom,177.042190409814,-57.20533596046703
3640,2010,Austria,74.72851985661623,118.6307427068495
3653,2010,Belgium,88.13742095233,11.897941848836943
3666,2010,Bulgaria,157.76699943463493,54.49465223662378
3679,2010,Croatia,90.43379294777255,656.7196968091007
3692,2010,Cyprus,197.24770125071342,2.5077160493827004
3705,2010,Czech Republic,175.47490324658168,63.45162087618659
3718,2010,Denmark,179.79430651398704,-11.311784627777964
3731,2010,Estonia,183.8955195754234,268.1413988575422
3744,2010,Finland,101.13638828312516,136.86439928526352
3757,2010,France,24.56089443505846,58.63629000169348
3770,2010,Germany,163.5130823229099,40.59725496159423
3783,2010,Greece,217.0022548801623,942.5512789434777
3796,2010,Hungary,116.171130724807,9.732177936496983
3809,2010,Ireland,186.14851850808137,-30.421282153628198
3822,2010,Italy,161.66700618273705,-4.222234298634426
3835,2010,Latvia,90.33205556583385,47.5128035482368
3848,2010,Lithuania,161.5945456676388,74.82443418254809
3861,2010,Luxembourg,183.40846092230495,18.43681859665868
3874,2010,Malta,199.935657242345,-5.07380073800738
3887,2010,Netherlands,193.4992877404499,14.19881396038674
3900,2010,Poland,273.07728268849525,21.241897933859804
3913,2010,Portugal,107.6063076649551,-114.30422139177966
3926,2010,Romania,128.79346686713686,-40.45364399251233
3939,2010,Slovakia,63.41174438014771,-5.202941532661954
3952,2010,Slovenia,104.50287788596118,-52.82661639524361
3965,2010,Spain,101.32907970587706,-100.2491369329954
3978,2010,Sweden,12.180997208953134,447.93535133858063
3991,2010,United Kingdom,181.77745087745478,-1.4273258773991415
4004,2011,Austria,77.3104832036808,-3.8288015719818596
4017,2011,Belgium,76.54313976678246,-75.75637068699157
4030,2011,Bulgaria,174.2373400474732,-0.4548416651539924
4043,2011,Croatia,128.90636222990196,57.35504341540425
4056,2011,Cyprus,192.7691484967576,-18.975042865307643
4069,2011,Czech Republic,171.88568096067803,-3.348628839327832
4082,2011,Denmark,159.16529963946562,-101.1345847584572
4095,2011,Estonia,181.700859022842,-20.536972473566166
4108,2011,Finland,83.94399904533421,-116.8237517995876
4121,2011,France,24.05583376693717,-5.2318438702502625
4134,2011,Germany,166.79835390946477,-13.202776376736317
4147,2011,Greece,224.97078925301372,-32.55183762433489
4160,2011,Hungary,115.86874724729935,-130.0753805666867
4173,2011,Ireland,174.58986568560425,-18.975222544276797
4186,2011,Italy,159.56690057313313,14.58972981169616
4199,2011,Latvia,99.06371983283239,-48.294291246984386
4212,2011,Lithuania,144.22744321890383,-108.8969941256783
4225,2011,Luxembourg,181.44259995235547,-5.446291756794196
4238,2011,Malta,199.0912845931432,5.30052058684336
4251,2011,Netherlands,189.8672864659747,-17.1269378983134
4264,2011,Poland,269.6166905526523,22.914680571677934
4277,2011,Portugal,126.02346128958898,77.20718815742667
4290,2011,Romania,149.45245312372077,80.05002633561158
4303,2011,Slovakia,67.89745846066164,48.79809771360892
4316,2011,Slovenia,106.48607104227466,74.94886787542278
4329,2011,Spain,115.39705039452751,134.2736980996551
4342,2011,Sweden,8.049453789298159,-174.29511067043632
4355,2011,United Kingdom,172.62401189658996,-44.37358124396475
4368,2012,Austria,56.956333112045094,-85.08345652485389
4381,2012,Belgium,79.47329739555664,-7.022144067951158
4394,2012,Bulgaria,158.61472290321763,-7.456812638685214
4407,2012,Croatia,121.77903882542307,-87.74621519132292
4420,2012,Cyprus,189.10957797611178,-12.250052620500961
4433,2012,Czech Republic,162.12979119521185,-34.62901079820084
4446,2012,Denmark,137.67178771795852,-110.03840652728417
4459,2012,Estonia,175.32309840873802,-69.64429005272316
4472,2012,Finland,63.03690718291666,-140.49696842345512
4485,2012,France,23.66544271480453,13.516171401134951
4498,2012,Germany,166.60247151340056,7.021432050542219
4511,2012,Greece,217.7993001474417,-95.67677500997284
4524,2012,Hungary,111.84028947646412,-11.998875944146027
4537,2012,Ireland,179.78069548970558,62.26737233118783
4550,2012,Italy,154.36437023330845,-2.1038457630271976
4563,2012,Latvia,66.77456320468603,-63.6047247416156
4576,2012,Lithuania,145.0160777684168,31.15262141070491
4589,2012,Luxembourg,177.64351812541588,0.061499529966120736
4602,2012,Malta,197.76244179065682,9.12863070539414
4615,2012,Netherlands,191.6774879219947,-11.950047309100302
4628,2012,Poland,262.37430024191207,-13.18795859689469
4641,2012,Portugal,143.70083426708047,13.022618026327724
4654,2012,Romania,149.15645487000194,3.0226879656135983
4667,2012,Slovakia,63.682366679641675,-33.213292849332284
4680,2012,Slovenia,106.29731145395101,-38.68402021901333
4693,2012,Spain,117.69342456003422,37.56850966553128
4706,2012,Sweden,5.202662917432728,-146.384680899209
4719,2012,United Kingdom,177.6909964172687,33.17256642660541
4732,2013,Austria,50.15567555762581,-59.72691367464603
4745,2013,Belgium,70.79227810279225,-49.904839996643354
4758,2013,Bulgaria,147.1868377965775,-69.76347162828938
4771,2013,Croatia,84.34922227005855,-69.70315468279112
4784,2013,Cyprus,184.75485715764216,-22.286995515695
4797,2013,Czech Republic,154.62319066420602,23.484931095182283
4810,2013,Denmark,149.2169135572914,65.18396310710646
4823,2013,Estonia,181.7233867670751,inf
4836,2013,Finland,76.3047810529116,109.51861271786439
4849,2013,France,22.61529818322966,-11.91850161745796
4862,2013,Germany,166.66139990519815,4.803372177051185
4875,2013,Greece,195.98514444651042,-114.09317377641595
4888,2013,Hungary,100.81192253500893,-132.2896154503341
4901,2013,Ireland,172.7372637516658,-52.43786253923004
4914,2013,Italy,137.68347402881392,-65.29209166648775
4927,2013,Latvia,86.1892481369286,259.907570953303
4940,2013,Lithuania,123.27147480058328,-47.88059833885326
4953,2013,Luxembourg,159.98542845267562,-81.5876316174736
4966,2013,Malta,196.85118059630082,-4.5855379188712
4979,2013,Netherlands,194.70021189032957,0.7231584285674688
4992,2013,Poland,263.19635528237706,-8.43071072269607
5005,2013,Portugal,106.77728133804673,-89.46119229292547
5018,2013,Romania,120.39723961881481,-144.55343297525422
5031,2013,Slovakia,55.609070135348766,-73.49752115756358
5044,2013,Slovenia,99.15787930145241,-31.234194812902935
5057,2013,Spain,94.71370406492736,-105.09357385148988
5070,2013,Sweden,5.505425399058224,47.22407819944412
5083,2013,United Kingdom,166.96956940944932,-42.1742837022917
5096,2014,Austria,41.81993060480089,-101.80621290862096
5109,2014,Belgium,73.5469139122073,-72.27259319049003
5122,2014,Bulgaria,146.28080192431247,29.0833504414609
5135,2014,Croatia,69.7142549201545,-106.31221801279877
5148,2014,Cyprus,185.42861228316258,3.5326772646984397
5161,2014,Czech Republic,154.98486703644286,-7.105648331266698
5174,2014,Denmark,122.62099167216104,-110.62466895314721
5187,2014,Estonia,177.7318681756626,-146.5664239707157
5200,2014,Finland,64.63690993140487,-81.9025555492872
5213,2014,France,14.55466278021046,-165.93180766765
5226,2014,Germany,160.61093247588414,-32.6510313236571
5239,2014,Greece,202.7678915679042,-150.62985203715365
5252,2014,Hungary,92.3065579076527,-18.3064712966154
5265,2014,Ireland,165.79530888060341,-10.252468900147399
5278,2014,Italy,128.67168171230315,-38.50418717092529
5291,2014,Latvia,90.9442735753182,-325.10742413105095
5304,2014,Lithuania,112.81340319091976,-52.635070368052006
5317,2014,Luxembourg,158.24095962932182,-1.9429421748477993
5330,2014,Malta,193.32795816276058,-4.15162454873646
5343,2014,Netherlands,198.0699967302365,43.57442597302229
5356,2014,Poland,256.72731375550603,-26.793975195347087
5369,2014,Portugal,101.5084236758067,-26.05121350907541
5382,2014,Romania,108.22002081928055,-39.30440562758683
5395,2014,Slovakia,49.859415464298806,-80.58840418753137
5408,2014,Slovenia,70.65241069533509,146.05350687361667
5421,2014,Spain,94.03854305865487,-0.8219106776292908
5434,2014,Sweden,4.064395577585934,-171.39071157563794
5447,2014,United Kingdom,153.37235937609154,-45.05389656441064
5460,2015,Austria,50.91348530335685,85.97038155004631
5473,2015,Belgium,84.04789397793742,19.343502052103478
5486,2015,Bulgaria,147.1099297827128,-73.3344858104959
5499,2015,Croatia,86.90640946783297,72.57448039997837
5512,2015,Cyprus,182.36939969374282,5.05826927845274
5525,2015,Czech Republic,161.97721182499413,34.19566685112095
5538,2015,Denmark,93.69885218816216,-111.14812386863873
5551,2015,Estonia,171.16909548221096,-248.903539287425
5564,2015,Finland,50.146574745029035,-100.87985336322281
5577,2015,France,17.61542962954681,101.09398814225945
5590,2015,Germany,155.01245330012438,1.925056900134661
5603,2015,Greece,185.34648751608378,5.051923793332184
5616,2015,Hungary,93.27107934116424,84.17457187589847
5629,2015,Ireland,161.3965892456198,54.705271202727225
5642,2015,Italy,137.85927755577728,18.491192794063295
5655,2015,Latvia,99.63463685939476,inf
5668,2015,Lithuania,115.91749292564761,95.18851332282
5681,2015,Luxembourg,135.4487491664854,-63.072973997132905
5694,2015,Malta,184.41119864979717,-89.12442396313361
5707,2015,Netherlands,203.49356038801426,54.5473278767313
5720,2015,Poland,251.84972425456175,49.96805952568708
5733,2015,Portugal,133.65523935023114,133.21887195349802
5746,2015,Romania,112.68976355381992,4.145454960387272
5759,2015,Slovakia,50.96487260666347,9.129632814865188
5772,2015,Slovenia,94.59618456353626,-2.3077815162298307
5785,2015,Spain,107.3035534903116,78.84441079679351
5798,2015,Sweden,4.117035624217227,29.08104664462944
5811,2015,United Kingdom,131.42500313317242,-46.6975736752507
5824,2016,Austria,46.56940044117388,-51.81511347217407
5837,2016,Belgium,62.95102732930022,-160.06228079186627
5850,2016,Bulgaria,141.02341649908422,15.602008448013699
5863,2016,Croatia,87.97943161703928,27.422491339716885
5876,2016,Cyprus,182.62321491740718,15.864570737605801
5889,2016,Czech Republic,169.51478706623627,72.5877768585692
5902,2016,Denmark,108.59111965437855,90.52242387772574
5915,2016,Estonia,174.99232910900218,58.548901338776204
5928,2016,Finland,53.62214542790133,44.12324179260628
5941,2016,France,22.09728242238673,63.513768891560396
5954,2016,Germany,155.5055831265506,21.40475596429695
5967,2016,Greece,179.96382861013032,40.58192605566588
5980,2016,Hungary,96.32744004089535,178.6256445264767
5993,2016,Ireland,165.81440527632915,18.257306486444925
6006,2016,Italy,137.18083591088646,-20.41714174284079
6019,2016,Latvia,91.6336657855018,-86.39578473688559
6032,2016,Lithuania,76.992746125548,-96.73151219130898
6045,2016,Luxembourg,83.49156071102293,-127.84390960786035
6058,2016,Malta,168.206150155644,-80.1605985037406
6071,2016,Netherlands,199.34505434229067,3.005358855949228
6084,2016,Poland,251.001698686298,32.85868286078798
6097,2016,Portugal,112.09284748694434,-9.089989611163075
6110,2016,Romania,106.14064611738061,-14.921465707407137
6123,2016,Slovakia,50.08805785588478,1.9469688006460588
6136,2016,Slovenia,98.08465803471654,30.937546204616975
6149,2016,Spain,93.02993630961937,-73.26450346634664
6162,2016,Sweden,4.8681563545849205,22.672657065216594
6175,2016,United Kingdom,117.56776552763682,-64.3132650473637
6188,2017,Austria,51.176074414689985,17.893831515442425
6201,2017,Belgium,63.57736457541235,-143.8566878116996
6214,2017,Bulgaria,150.0397148404322,28.248316985599754
6227,2017,Croatia,90.82507298526693,206.434522754307
6240,2017,Cyprus,182.60674431221543,4.75706923593994
6253,2017,Czech Republic,159.8058508093021,-28.680472304507962
6266,2017,Denmark,79.46073484836083,-96.92494494103248
6279,2017,Estonia,172.24859129001194,inf
6292,2017,Finland,47.96655474687563,-58.85297467574643
6305,2017,France,25.71957037959225,83.44924834294224
6318,2017,Germany,146.85908319185043,-24.70142154790065
6331,2017,Greece,183.9875605262876,14.824064311653906
6344,2017,Hungary,95.65588513245729,22.976138726028022
6357,2017,Ireland,153.97967042689652,-54.662095269304345
6370,2017,Italy,140.29099796151357,-5.2309092910489
6383,2017,Latvia,54.960577937958924,inf
6396,2017,Lithuania,48.84664371101355,-108.4864500477118
6409,2017,Luxembourg,66.4057328306016,-12.150557343297717
6422,2017,Malta,179.1706346924009,inf
6435,2017,Netherlands,191.11945091336133,-21.11083069205615
6448,2017,Poland,248.79341334299036,22.471900440862353
6461,2017,Portugal,147.171525020477,109.8084284008957
6474,2017,Romania,114.28850429884872,49.19851269172607
6487,2017,Slovakia,52.532619850461664,48.13882521231098
6500,2017,Slovenia,96.36429107654497,11.03109905721691
6513,2017,Spain,109.56000102606558,81.66750091702043
6526,2017,Sweden,4.423199878215856,-8.39323280571678
6539,2017,United Kingdom,106.30566194456178,-78.10200319937883
6552,2018,Austria,48.834373214059326,-24.63608273524379
6565,2018,Belgium,75.80805836313053,5.080084900364392
6578,2018,Bulgaria,130.83107319787675,-12.242115338000637
6591,2018,Croatia,66.32417310687403,-126.67368586901709
6604,2018,Cyprus,181.1314028645406,0.61210456027525
6617,2018,Czech Republic,156.83473699536478,-24.48151739914842
6630,2018,Denmark,84.90806323357265,15.1176753434498
6643,2018,Estonia,167.81822233074604,-221.18980638346324
6656,2018,Finland,51.2828246663205,65.29848564190956
6669,2018,France,18.69450822082871,-126.75418322525266
6682,2018,Germany,141.38688421713198,-33.28220939323282
6695,2018,Greece,171.6192600834924,-38.918265292985076
