,Year,Variable,Total_Generation(TWh)
6172,2016,Solar,111.44435
6173,2016,Bioenergy,179.73043699999997
6174,2016,Other renewables,7.258449999999992
6175,2016,Fossil,1440.0243929999997
6176,2016,Coal,689.7952009999996
6177,2016,Hard Coal,387.7802009999998
6178,2016,Lignite,302.015
6179,2016,Gas,610.226411
6180,2016,Other fossil,140.00278099999983
6181,2016,Nuclear,839.650563
6183,2016,Hydro,350.9398359999997
6184,2016,Wind,304.063705
6185,2016,Solar,111.44435
6186,2016,Bioenergy,179.73043699999997
6187,2016,Other renewables,7.258449999999992
6188,2017,Fossil,1460.5162420000001
6189,2017,Coal,661.4190489999997
6190,2017,Hard Coal,357.133873
6191,2017,Lignite,304.285176
6192,2017,Gas,662.6582279999986
6193,2017,Other fossil,136.43896499999997
6194,2017,Nuclear,829.6950689999995
6196,2017,Hydro,300.297525
6197,2017,Wind,361.94622499999997
6198,2017,Solar,119.40342599999988
6199,2017,Bioenergy,183.72727499999996
6200,2017,Other renewables,7.277945
6201,2017,Fossil,1460.5162420000001
6202,2017,Coal,661.4190489999997
6203,2017,Hard Coal,357.133873
6204,2017,Lignite,304.285176
6205,2017,Gas,662.6582279999986
6206,2017,Other fossil,136.43896499999997
6207,2017,Nuclear,829.6950689999995
6209,2017,Hydro,300.297525
6210,2017,Wind,361.94622499999997
6211,2017,Solar,119.40342599999988
6212,2017,Bioenergy,183.72727499999996
6213,2017,Other renewables,7.277945
6214,2017,Fossil,1460.5162420000001
6215,2017,Coal,661.4190489999997
6216,2017,Hard Coal,357.133873
6217,2017,Lignite,304.285176
6218,2017,Gas,662.6582279999986
6219,2017,Other fossil,136.43896499999997
6220,2017,Nuclear,829.6950689999995
6222,2017,Hydro,300.297525
6223,2017,Wind,361.94622499999997
6224,2017,Solar,119.40342599999988
6225,2017,Bioenergy,183.72727499999996
6226,2017,Other renewables,7.277945
6227,2017,Fossil,1460.5162420000001
6228,2017,Coal,661.4190489999997
6229,2017,Hard Coal,357.133873
6230,2017,Lignite,304.285176
6231,2017,Gas,662.6582279999986
6232,2017,Other fossil,136.43896499999997
6233,2017,Nuclear,829.6950689999995
6235,2017,Hydro,300.297525
6236,2017,Wind,361.94622499999997
6237,2017,Solar,119.40342599999988
6238,2017,Bioenergy,183.72727499999996
6239,2017,Other renewables,7.277945
6240,2017,Fossil,1460.5162420000001
6241,2017,Coal,661.4190489999997
6242,2017,Hard Coal,357.133873
6243,2017,Lignite,304.285176
6244,2017,Gas,662.6582279999986
6245,2017,Other fossil,136.43896499999997
6246,2017,Nuclear,829.6950689999995
6248,2017,Hydro,300.297525
6249,2017,Wind,361.94622499999997
6250,2017,Solar,119.40342599999988
6251,2017,Bioenergy,183.72727499999996
6252,2017,Other renewables,7.277945
6253,2017,Fossil,1460.5162420000001
6254,2017,Coal,661.4190489999997
6255,2017,Hard Coal,357.133873
6256,2017,Lignite,304.285176
6257,2017,Gas,662.6582279999986
6258,2017,Other fossil,136.43896499999997
6259,2017,Nuclear,829.6950689999995
6261,2017,Hydro,300.297525
6262,2017,Wind,361.94622499999997
6263,2017,Solar,119.40342599999988
6264,2017,Bioenergy,183.72727499999996
6265,2017,Other renewables,7.277945
6266,2017,Fossil,1460.5162420000001
6267,2017,Coal,661.4190489999997
6268,2017,Hard Coal,357.133873
6269,2017,Lignite,304.285176
6270,2017,Gas,662.6582279999986
6271,2017,Other fossil,136.43896499999997
6272,2017,Nuclear,829.6950689999995
6274,2017,Hydro,300.297525
6275,2017,Wind,361.94622499999997
6276,2017,Solar,119.40342599999988
6277,2017,Bioenergy,183.72727499999996
6278,2017,Other renewables,7.277945
6279,2017,Fossil,1460.5162420000001
6280,2017,Coal,661.4190489999997
6281,2017,Hard Coal,357.133873
6282,2017,Lignite,304.285176
6283,2017,Gas,662.6582279999986
6284,2017,Other fossil,136.43896499999997
6285,2017,Nuclear,829.6950689999995
6287,2017,Hydro,300.297525
6288,2017,Wind,361.94622499999997
6289,2017,Solar,119.40342599999988
6290,2017,Bioenergy,183.72727499999996
6291,2017,Other renewables,7.277945
6292,2017,Fossil,1460.5162420000001
6293,2017,Coal,661.4190489999997
6294,2017,Hard Coal,357.133873
6295,2017,Lignite,304.285176
6296,2017,Gas,662.6582279999986
6297,2017,Other fossil,136.43896499999997
6298,2017,Nuclear,829.6950689999995
6300,2017,Hydro,300.297525
6301,2017,Wind,361.94622499999997
6302,2017,Solar,119.40342599999988
6303,2017,Bioenergy,183.72727499999996
6304,2017,Other renewables,7.277945
6305,2017,Fossil,1460.5162420000001
6306,2017,Coal,661.4190489999997
6307,2017,Hard Coal,357.133873
6308,2017,Lignite,304.285176
6309,2017,Gas,662.6582279999986
6310,2017,Other fossil,136.43896499999997
6311,2017,Nuclear,829.6950689999995
6313,2017,Hydro,300.297525
6314,2017,Wind,361.94622499999997
6315,2017,Solar,119.40342599999988
6316,2017,Bioenergy,183.72727499999996
6317,2017,Other renewables,7.277945
6318,2017,Fossil,1460.5162420000001
6319,2017,Coal,661.4190489999997
6320,2017,Hard Coal,357.133873
6321,2017,Lignite,304.285176
6322,2017,Gas,662.6582279999986
6323,2017,Other fossil,136.43896499999997
6324,2017,Nuclear,829.6950689999995
6326,2017,Hydro,300.297525
6327,2017,Wind,361.94622499999997
6328,2017,Solar,119.40342599999988
6329,2017,Bioenergy,183.72727499999996
6330,2017,Other renewables,7.277945
6331,2017,Fossil,1460.5162420000001
6332,2017,Coal,661.4190489999997
6333,2017,Hard Coal,357.133873
6334,2017,Lignite,304.285176
6335,2017,Gas,662.6582279999986
6336,2017,Other fossil,136.43896499999997
6337,2017,Nuclear,829.6950689999995
6339,2017,Hydro,300.297525
6340,2017,Wind,361.94622499999997
6341,2017,Solar,119.40342599999988
6342,2017,Bioenergy,183.72727499999996
6343,2017,Other renewables,7.277945
6344,2017,Fossil,1460.5162420000001
6345,2017,Coal,661.4190489999997
6346,2017,Hard Coal,357.133873
6347,2017,Lignite,304.285176
6348,2017,Gas,662.6582279999986
6349,2017,Other fossil,136.43896499999997
6350,2017,Nuclear,829.6950689999995
6352,2017,Hydro,300.297525
6353,2017,Wind,361.94622499999997
6354,2017,Solar,119.40342599999988
6355,2017,Bioenergy,183.72727499999996
6356,2017,Other renewables,7.277945
6357,2017,Fossil,1460.5162420000001
6358,2017,Coal,661.4190489999997
6359,2017,Hard Coal,357.133873
6360,2017,Lignite,304.285176
6361,2017,Gas,662.6582279999986
6362,2017,Other fossil,136.43896499999997
6363,2017,Nuclear,829.6950689999995
6365,2017,Hydro,300.297525
6366,2017,Wind,361.94622499999997
6367,2017,Solar,119.40342599999988
6368,2017,Bioenergy,183.72727499999996
6369,2017,Other renewables,7.277945
6370,2017,Fossil,1460.5162420000001
6371,2017,Coal,661.4190489999997
6372,2017,Hard Coal,357.133873
6373,2017,Lignite,304.285176
6374,2017,Gas,662.6582279999986
6375,2017,Other fossil,136.43896499999997
6376,2017,Nuclear,829.6950689999995
6378,2017,Hydro,300.297525
6379,2017,Wind,361.94622499999997
6380,2017,Solar,119.40342599999988
6381,2017,Bioenergy,183.72727499999996
6382,2017,Other renewables,7.277945
6383,2017,Fossil,1460.5162420000001
6384,2017,Coal,661.4190489999997
6385,2017,Hard Coal,357.133873
6386,2017,Lignite,304.285176
6387,2017,Gas,662.6582279999986
6388,2017,Other fossil,136.43896499999997
6389,2017,Nuclear,829.6950689999995
6391,2017,Hydro,300.297525
6392,2017,Wind,361.94622499999997
6393,2017,Solar,119.40342599999988
6394,2017,Bioenergy,183.72727499999996
6395,2017,Other renewables,7.277945
6396,2017,Fossil,1460.5162420000001
6397,2017,Coal,661.4190489999997
6398,2017,Hard Coal,357.133873
6399,2017,Lignite,304.285176
6400,2017,Gas,662.6582279999986
6401,2017,Other fossil,136.43896499999997
6402,2017,Nuclear,829.6950689999995
6404,2017,Hydro,300.297525
6405,2017,Wind,361.94622499999997
6406,2017,Solar,119.40342599999988
6407,2017,Bioenergy,183.72727499999996
6408,2017,Other renewables,7.277945
6409,2017,Fossil,1460.5162420000001
6410,2017,Coal,661.4190489999997
6411,2017,Hard Coal,357.133873
6412,2017,Lignite,304.285176
6413,2017,Gas,662.6582279999986
6414,2017,Other fossil,136.43896499999997
6415,2017,Nuclear,829.6950689999995
6417,2017,Hydro,300.297525
6418,2017,Wind,361.94622499999997
6419,2017,Solar,119.40342599999988
6420,2017,Bioenergy,183.72727499999996
6421,2017,Other renewables,7.277945
6422,2017,Fossil,1460.5162420000001
6423,2017,Coal,661.4190489999997
6424,2017,Hard Coal,357.133873
6425,2017,Lignite,304.285176
6426,2017,Gas,662.6582279999986
6427,2017,Other fossil,136.43896499999997
6428,2017,Nuclear,829.6950689999995
6430,2017,Hydro,300.297525
6431,2017,Wind,361.94622499999997
6432,2017,Solar,119.40342599999988
6433,2017,Bioenergy,183.72727499999996
6434,2017,Other renewables,7.277945
6435,2017,Fossil,1460.5162420000001
6436,2017,Coal,661.4190489999997
6437,2017,Hard Coal,357.133873
6438,2017,Lignite,304.285176
6439,2017,Gas,662.6582279999986
6440,2017,Other fossil,136.43896499999997
6441,2017,Nuclear,829.6950689999995
6443,2017,Hydro,300.297525
6444,2017,Wind,361.94622499999997
6445,2017,Solar,119.40342599999988
6446,2017,Bioenergy,183.72727499999996
6447,2017,Other renewables,7.277945
6448,2017,Fossil,1460.5162420000001
6449,2017,Coal,661.4190489999997
6450,2017,Hard Coal,357.133873
6451,2017,Lignite,304.285176
6452,2017,Gas,662.6582279999986
6453,2017,Other fossil,136.43896499999997
6454,2017,Nuclear,829.6950689999995
6456,2017,Hydro,300.297525
6457,2017,Wind,361.94622499999997
6458,2017,Solar,119.40342599999988
6459,2017,Bioenergy,183.72727499999996
6460,2017,Other renewables,7.277945
6461,2017,Fossil,1460.5162420000001
6462,2017,Coal,661.4190489999997
6463,2017,Hard Coal,357.133873
6464,2017,Lignite,304.285176
6465,2017,Gas,662.6582279999986
6466,2017,Other fossil,136.43896499999997
6467,2017,Nuclear,829.6950689999995
6469,2017,Hydro,300.297525
6470,2017,Wind,361.94622499999997
6471,2017,Solar,119.40342599999988
6472,2017,Bioenergy,183.72727499999996
6473,2017,Other renewables,7.277945
6474,2017,Fossil,1460.5162420000001
6475,2017,Coal,661.4190489999997
6476,2017,Hard Coal,357.133873
6477,2017,Lignite,304.285176
6478,2017,Gas,662.6582279999986
6479,2017,Other fossil,136.43896499999997
6480,2017,Nuclear,829.6950689999995
6482,2017,Hydro,300.297525
6483,2017,Wind,361.94622499999997
6484,2017,Solar,119.40342599999988
6485,2017,Bioenergy,183.72727499999996
6486,2017,Other renewables,7.277945
6487,2017,Fossil,1460.5162420000001
6488,2017,Coal,661.4190489999997
6489,2017,Hard Coal,357.133873
6490,2017,Lignite,304.285176
6491,2017,Gas,662.6582279999986
6492,2017,Other fossil,136.43896499999997
6493,2017,Nuclear,829.6950689999995
6495,2017,Hydro,300.297525
6496,2017,Wind,361.94622499999997
6497,2017,Solar,119.40342599999988
6498,2017,Bioenergy,183.72727499999996
6499,2017,Other renewables,7.277945
6500,2017,Fossil,1460.5162420000001
6501,2017,Coal,661.4190489999997
6502,2017,Hard Coal,357.133873
6503,2017,Lignite,304.285176
6504,2017,Gas,662.6582279999986
6505,2017,Other fossil,136.43896499999997
6506,2017,Nuclear,829.6950689999995
6508,2017,Hydro,300.297525
6509,2017,Wind,361.94622499999997
6510,2017,Solar,119.40342599999988
6511,2017,Bioenergy,183.72727499999996
6512,2017,Other renewables,7.277945
6513,2017,Fossil,1460.5162420000001
6514,2017,Coal,661.4190489999997
6515,2017,Hard Coal,357.133873
6516,2017,Lignite,304.285176
6517,2017,Gas,662.6582279999986
6518,2017,Other fossil,136.43896499999997
6519,2017,Nuclear,829.6950689999995
6521,2017,Hydro,300.297525
6522,2017,Wind,361.94622499999997
6523,2017,Solar,119.40342599999988
6524,2017,Bioenergy,183.72727499999996
6525,2017,Other renewables,7.277945
6526,2017,Fossil,1460.5162420000001
6527,2017,Coal,661.4190489999997
6528,2017,Hard Coal,357.133873
6529,2017,Lignite,304.285176
6530,2017,Gas,662.6582279999986
6531,2017,Other fossil,136.43896499999997
6532,2017,Nuclear,829.6950689999995
6534,2017,Hydro,300.297525
6535,2017,Wind,361.94622499999997
6536,2017,Solar,119.40342599999988
6537,2017,Bioenergy,183.72727499999996
6538,2017,Other renewables,7.277945
6539,2017,Fossil,1460.5162420000001
6540,2017,Coal,661.4190489999997
6541,2017,Hard Coal,357.133873
6542,2017,Lignite,304.285176
6543,2017,Gas,662.6582279999986
6544,2017,Other fossil,136.43896499999997
6545,2017,Nuclear,829.6950689999995
6547,2017,Hydro,300.297525
6548,2017,Wind,361.94622499999997
6549,2017,Solar,119.40342599999988
6550,2017,Bioenergy,183.72727499999996
6551,2017,Other renewables,7.277945
6552,2018,Fossil,1367.6199509999997
6553,2018,Coal,612.4860089999988
6554,2018,Hard Coal,318.72539699999993
6555,2018,Lignite,293.7606119999998
6556,2018,Gas,622.0807070000001
6557,2018,Other fossil,133.05323499999997
6558,2018,Nuclear,827.0018969999988
6560,2018,Hydro,349.8725889999997
6561,2018,Wind,377.4718889999998
6562,2018,Solar,127.855364
6563,2018,Bioenergy,188.37009899999978
6564,2018,Other renewables,7.168975
6565,2018,Fossil,1367.6199509999997
6566,2018,Coal,612.4860089999988
6567,2018,Hard Coal,318.72539699999993
6568,2018,Lignite,293.7606119999998
6569,2018,Gas,622.0807070000001
6570,2018,Other fossil,133.05323499999997
6571,2018,Nuclear,827.0018969999988
6573,2018,Hydro,349.8725889999997
6574,2018,Wind,377.4718889999998
6575,2018,Solar,127.855364
6576,2018,Bioenergy,188.37009899999978
6577,2018,Other renewables,7.168975
6578,2018,Fossil,1367.6199509999997
6579,2018,Coal,612.4860089999988
6580,2018,Hard Coal,318.72539699999993
6581,2018,Lignite,293.7606119999998
6582,2018,Gas,622.0807070000001
6583,2018,Other fossil,133.05323499999997
6584,2018,Nuclear,827.0018969999988
6586,2018,Hydro,349.8725889999997
6587,2018,Wind,377.4718889999998
6588,2018,Solar,127.855364
6589,2018,Bioenergy,188.37009899999978
6590,2018,Other renewables,7.168975
6591,2018,Fossil,1367.6199509999997
6592,2018,Coal,612.4860089999988
6593,2018,Hard Coal,318.72539699999993
6594,2018,Lignite,293.7606119999998
6595,2018,Gas,622.0807070000001
6596,2018,Other fossil,133.05323499999997
6597,2018,Nuclear,827.0018969999988
6599,2018,Hydro,349.8725889999997
6600,2018,Wind,377.4718889999998
6601,2018,Solar,127.855364
6602,2018,Bioenergy,188.37009899999978
6603,2018,Other renewables,7.168975
6604,2018,Fossil,1367.6199509999997
6605,2018,Coal,612.4860089999988
6606,2018,Hard Coal,318.72539699999993
6607,2018,Lignite,293.7606119999998
6608,2018,Gas,622.0807070000001
6609,2018,Other fossil,133.05323499999997
6610,2018,Nuclear,827.0018969999988
6612,2018,Hydro,349.8725889999997
6613,2018,Wind,377.4718889999998
6614,2018,Solar,127.855364
6615,2018,Bioenergy,188.37009899999978
6616,2018,Other renewables,7.168975
6617,2018,Fossil,1367.6199509999997
6618,2018,Coal,612.4860089999988
6619,2018,Hard Coal,318.72539699999993
6620,2018,Lignite,293.7606119999998
6621,2018,Gas,622.0807070000001
6622,2018,Other fossil,133.05323499999997
6623,2018,Nuclear,827.0018969999988
6625,2018,Hydro,349.8725889999997
6626,2018,Wind,377.4718889999998
6627,2018,Solar,127.855364
6628,2018,Bioenergy,188.37009899999978
6629,2018,Other renewables,7.168975
6630,2018,Fossil,1367.6199509999997
6631,2018,Coal,612.4860089999988
6632,2018,Hard Coal,318.72539699999993
6633,2018,Lignite,293.7606119999998
6634,2018,Gas,622.0807070000001
6635,2018,Other fossil,133.05323499999997
6636,2018,Nuclear,827.0018969999988
6638,2018,Hydro,349.8725889999997
6639,2018,Wind,377.4718889999998
6640,2018,Solar,127.855364
6641,2018,Bioenergy,188.37009899999978
6642,2018,Other renewables,7.168975
6643,2018,Fossil,1367.6199509999997
6644,2018,Coal,612.4860089999988
6645,2018,Hard Coal,318.72539699999993
6646,2018,Lignite,293.7606119999998
6647,2018,Gas,622.0807070000001
6648,2018,Other fossil,133.05323499999997
6649,2018,Nuclear,827.0018969999988
6651,2018,Hydro,349.8725889999997
6652,2018,Wind,377.4718889999998
6653,2018,Solar,127.855364
6654,2018,Bioenergy,188.37009899999978
6655,2018,Other renewables,7.168975
6656,2018,Fossil,1367.6199509999997
6657,2018,Coal,612.4860089999988
6658,2018,Hard Coal,318.72539699999993
6659,2018,Lignite,293.7606119999998
6660,2018,Gas,622.0807070000001
6661,2018,Other fossil,133.05323499999997
6662,2018,Nuclear,827.0018969999988
6664,2018,Hydro,349.8725889999997
6665,2018,Wind,377.4718889999998
6666,2018,Solar,127.855364
6667,2018,Bioenergy,188.37009899999978
6668,2018,Other renewables,7.168975
6669,2018,Fossil,1367.6199509999997
6670,2018,Coal,612.4860089999988
6671,2018,Hard Coal,318.72539699999993
6672,2018,Lignite,293.7606119999998
6673,2018,Gas,622.0807070000001
6674,2018,Other fossil,133.05323499999997
6675,2018,Nuclear,827.0018969999988
6677,2018,Hydro,349.8725889999997
6678,2018,Wind,377.4718889999998
6679,2018,Solar,127.855364
6680,2018,Bioenergy,188.37009899999978
6681,2018,Other renewables,7.168975
6682,2018,Fossil,1367.6199509999997
6683,2018,Coal,612.4860089999988
6684,2018,Hard Coal,318.72539699999993
6685,2018,Lignite,293.7606119999998
6686,2018,Gas,622.0807070000001
6687,2018,Other fossil,133.05323499999997
6688,2018,Nuclear,827.0018969999988
6690,2018,Hydro,349.8725889999997
6691,2018,Wind,377.4718889999998
6692,2018,Solar,127.855364
6693,2018,Bioenergy,188.37009899999978
6694,2018,Other renewables,7.168975
6695,2018,Fossil,1367.6199509999997
6696,2018,Coal,612.4860089999988
6697,2018,Hard Coal,318.72539699999993
6698,2018,Lignite,293.7606119999998
6699,2018,Gas,622.0807070000001
6700,2018,Other fossil,133.05323499999997
6701,2018,Nuclear,827.0018969999988
6703,2018,Hydro,349.8725889999997
6704,2018,Wind,377.4718889999998
6705,2018,Solar,127.855364
6706,2018,Bioenergy,188.37009899999978
6707,2018,Other renewables,7.168975
6708,2018,Fossil,1367.6199509999997
6709,2018,Coal,612.4860089999988
6710,2018,Hard Coal,318.72539699999993
6711,2018,Lignite,293.7606119999998
6712,2018,Gas,622.0807070000001
6713,2018,Other fossil,133.05323499999997
6714,2018,Nuclear,827.0018969999988
6716,2018,Hydro,349.8725889999997
6717,2018,Wind,377.4718889999998
6718,2018,Solar,127.855364
6719,2018,Bioenergy,188.37009899999978
6720,2018,Other renewables,7.168975
6721,2018,Fossil,1367.6199509999997
6722,2018,Coal,612.4860089999988
6723,2018,Hard Coal,318.72539699999993
6724,2018,Lignite,293.7606119999998
6725,2018,Gas,622.0807070000001
6726,2018,Other fossil,133.05323499999997
6727,2018,Nuclear,827.0018969999988
6729,2018,Hydro,349.8725889999997
6730,2018,Wind,377.4718889999998
6731,2018,Solar,127.855364
6732,2018,Bioenergy,188.37009899999978
6733,2018,Other renewables,7.168975
6734,2018,Fossil,1367.6199509999997
6735,2018,Coal,612.4860089999988
6736,2018,Hard Coal,318.72539699999993
6737,2018,Lignite,293.7606119999998
6738,2018,Gas,622.0807070000001
6739,2018,Other fossil,133.05323499999997
6740,2018,Nuclear,827.0018969999988
6742,2018,Hydro,349.8725889999997
6743,2018,Wind,377.4718889999998
6744,2018,Solar,127.855364
6745,2018,Bioenergy,188.37009899999978
6746,2018,Other renewables,7.168975
6747,2018,Fossil,1367.6199509999997
6748,2018,Coal,612.4860089999988
6749,2018,Hard Coal,318.72539699999993
6750,2018,Lignite,293.7606119999998
6751,2018,Gas,622.0807070000001
6752,2018,Other fossil,133.05323499999997
6753,2018,Nuclear,827.0018969999988
6755,2018,Hydro,349.8725889999997
6756,2018,Wind,377.4718889999998
6757,2018,Solar,127.855364
6758,2018,Bioenergy,188.37009899999978
6759,2018,Other renewables,7.168975
6760,2018,Fossil,1367.6199509999997
6761,2018,Coal,612.4860089999988
6762,2018,Hard Coal,318.72539699999993
6763,2018,Lignite,293.7606119999998
6764,2018,Gas,622.0807070000001
6765,2018,Other fossil,133.05323499999997
6766,2018,Nuclear,827.0018969999988
6768,2018,Hydro,349.8725889999997
6769,2018,Wind,377.4718889999998
6770,2018,Solar,127.855364
6771,2018,Bioenergy,188.37009899999978
6772,2018,Other renewables,7.168975
6773,2018,Fossil,1367.6199509999997
6774,2018,Coal,612.4860089999988
6775,2018,Hard Coal,318.72539699999993
6776,2018,Lignite,293.7606119999998
6777,2018,Gas,622.0807070000001
6778,2018,Other fossil,133.05323499999997
6779,2018,Nuclear,827.0018969999988
6781,2018,Hydro,349.8725889999997
6782,2018,Wind,377.4718889999998
6783,2018,Solar,127.855364
6784,2018,Bioenergy,188.37009899999978
6785,2018,Other renewables,7.168975
6786,2018,Fossil,1367.6199509999997
6787,2018,Coal,612.4860089999988
6788,2018,Hard Coal,318.72539699999993
6789,2018,Lignite,293.7606119999998
6790,2018,Gas,622.0807070000001
6791,2018,Other fossil,133.05323499999997
6792,2018,Nuclear,827.0018969999988
6794,2018,Hydro,349.8725889999997
6795,2018,Wind,377.4718889999998
6796,2018,Solar,127.855364
6797,2018,Bioenergy,188.37009899999978
6798,2018,Other renewables,7.168975
6799,2018,Fossil,1367.6199509999997
6800,2018,Coal,612.4860089999988
6801,2018,Hard Coal,318.72539699999993
6802,2018,Lignite,293.7606119999998
6803,2018,Gas,622.0807070000001
6804,2018,Other fossil,133.05323499999997
6805,2018,Nuclear,827.0018969999988
6807,2018,Hydro,349.8725889999997
6808,2018,Wind,377.4718889999998
6809,2018,Solar,127.855364
6810,2018,Bioenergy,188.37009899999978
6811,2018,Other renewables,7.168975
6812,2018,Fossil,1367.6199509999997
6813,2018,Coal,612.4860089999988
6814,2018,Hard Coal,318.72539699999993
6815,2018,Lignite,293.7606119999998
6816,2018,Gas,622.0807070000001
6817,2018,Other fossil,133.05323499999997
6818,2018,Nuclear,827.0018969999988
6820,2018,Hydro,349.8725889999997
6821,2018,Wind,377.4718889999998
6822,2018,Solar,127.855364
6823,2018,Bioenergy,188.37009899999978
6824,2018,Other renewables,7.168975
6825,2018,Fossil,1367.6199509999997
6826,2018,Coal,612.4860089999988
6827,2018,Hard Coal,318.72539699999993
6828,2018,Lignite,293.7606119999998
6829,2018,Gas,622.0807070000001
6830,2018,Other fossil,133.05323499999997
6831,2018,Nuclear,827.0018969999988
6833,2018,Hydro,349.8725889999997
6834,2018,Wind,377.4718889999998
6835,2018,Solar,127.855364
6836,2018,Bioenergy,188.37009899999978
6837,2018,Other renewables,7.168975
6838,2018,Fossil,1367.6199509999997
6839,2018,Coal,612.4860089999988
6840,2018,Hard Coal,318.72539699999993
6841,2018,Lignite,293.7606119999998
6842,2018,Gas,622.0807070000001
6843,2018,Other fossil,133.05323499999997
6844,2018,Nuclear,827.0018969999988
6846,2018,Hydro,349.8725889999997
6847,2018,Wind,377.4718889999998
6848,2018,Solar,127.855364
6849,2018,Bioenergy,188.37009899999978
6850,2018,Other renewables,7.168975
6851,2018,Fossil,1367.6199509999997
6852,2018,Coal,612.4860089999988
6853,2018,Hard Coal,318.72539699999993
6854,2018,Lignite,293.7606119999998
6855,2018,Gas,622.0807070000001
6856,2018,Other fossil,133.05323499999997
6857,2018,Nuclear,827.0018969999988
6859,2018,Hydro,349.8725889999997
6860,2018,Wind,377.4718889999998
6861,2018,Solar,127.855364
6862,2018,Bioenergy,188.37009899999978
6863,2018,Other renewables,7.168975
6864,2018,Fossil,1367.6199509999997
6865,2018,Coal,612.4860089999988
6866,2018,Hard Coal,318.72539699999993
6867,2018,Lignite,293.7606119999998
6868,2018,Gas,622.0807070000001
6869,2018,Other fossil,133.05323499999997
6870,2018,Nuclear,827.0018969999988
6872,2018,Hydro,349.8725889999997
6873,2018,Wind,377.4718889999998
6874,2018,Solar,127.855364
6875,2018,Bioenergy,188.37009899999978
6876,2018,Other renewables,7.168975
6877,2018,Fossil,1367.6199509999997
6878,2018,Coal,612.4860089999988
6879,2018,Hard Coal,318.72539699999993
6880,2018,Lignite,293.7606119999998
6881,2018,Gas,622.0807070000001
6882,2018,Other fossil,133.05323499999997
6883,2018,Nuclear,827.0018969999988
6885,2018,Hydro,349.8725889999997
6886,2018,Wind,377.4718889999998
6887,2018,Solar,127.855364
6888,2018,Bioenergy,188.37009899999978
6889,2018,Other renewables,7.168975
6890,2018,Fossil,1367.6199509999997
6891,2018,Coal,612.4860089999988
6892,2018,Hard Coal,318.72539699999993
6893,2018,Lignite,293.7606119999998
6894,2018,Gas,622.0807070000001
6895,2018,Other fossil,133.05323499999997
6896,2018,Nuclear,827.0018969999988
6898,2018,Hydro,349.8725889999997
6899,2018,Wind,377.4718889999998
6900,2018,Solar,127.855364
6901,2018,Bioenergy,188.37009899999978
6902,2018,Other renewables,7.168975
6903,2018,Fossil,1367.6199509999997
6904,2018,Coal,612.4860089999988
6905,2018,Hard Coal,318.72539699999993
6906,2018,Lignite,293.7606119999998
6907,2018,Gas,622.0807070000001
6908,2018,Other fossil,133.05323499999997
6909,2018,Nuclear,827.0018969999988
6911,2018,Hydro,349.8725889999997
6912,2018,Wind,377.4718889999998
6913,2018,Solar,127.855364
6914,2018,Bioenergy,188.37009899999978
6915,2018,Other renewables,7.168975
6916,2019,Fossil,1284.1155728739975
6917,2019,Coal,462.1687516359996
6918,2019,Hard Coal,217.86502782699978
6919,2019,Lignite,244.30372380899982
6920,2019,Gas,697.2404519579998
6921,2019,Other fossil,124.70636927999995
6922,2019,Nuclear,822.547873516999
6924,2019,Hydro,330.01549461699983
6925,2019,Wind,428.310881774
6926,2019,Solar,138.20678719799997
6927,2019,Bioenergy,190.70322004899967
6928,2019,Other renewables,7.24464716
6929,2019,Fossil,1284.1155728739975
6930,2019,Coal,462.1687516359996
6931,2019,Hard Coal,217.86502782699978
6932,2019,Lignite,244.30372380899982
6933,2019,Gas,697.2404519579998
6934,2019,Other fossil,124.70636927999995
6935,2019,Nuclear,822.547873516999
6937,2019,Hydro,330.01549461699983
6938,2019,Wind,428.310881774
6939,2019,Solar,138.20678719799997
6940,2019,Bioenergy,190.70322004899967
6941,2019,Other renewables,7.24464716
6942,2019,Fossil,1284.1155728739975
6943,2019,Coal,462.1687516359996
6944,2019,Hard Coal,217.86502782699978
6945,2019,Lignite,244.30372380899982
6946,2019,Gas,697.2404519579998
6947,2019,Other fossil,124.70636927999995
6948,2019,Nuclear,822.547873516999
6950,2019,Hydro,330.01549461699983
6951,2019,Wind,428.310881774
6952,2019,Solar,138.20678719799997
6953,2019,Bioenergy,190.70322004899967
6954,2019,Other renewables,7.24464716
6955,2019,Fossil,1284.1155728739975
6956,2019,Coal,462.1687516359996
6957,2019,Hard Coal,217.86502782699978
6958,2019,Lignite,244.30372380899982
6959,2019,Gas,697.2404519579998
6960,2019,Other fossil,124.70636927999995
6961,2019,Nuclear,822.547873516999
6963,2019,Hydro,330.01549461699983
6964,2019,Wind,428.310881774
6965,2019,Solar,138.20678719799997
6966,2019,Bioenergy,190.70322004899967
6967,2019,Other renewables,7.24464716
6968,2019,Fossil,1284.1155728739975
6969,2019,Coal,462.1687516359996
6970,2019,Hard Coal,217.86502782699978
6971,2019,Lignite,244.30372380899982
6972,2019,Gas,697.2404519579998
6973,2019,Other fossil,124.70636927999995
6974,2019,Nuclear,822.547873516999
6976,2019,Hydro,330.01549461699983
6977,2019,Wind,428.310881774
6978,2019,Solar,138.20678719799997
6979,2019,Bioenergy,190.70322004899967
6980,2019,Other renewables,7.24464716
6981,2019,Fossil,1284.1155728739975
6982,2019,Coal,462.1687516359996
6983,2019,Hard Coal,217.86502782699978
6984,2019,Lignite,244.30372380899982
