,Year,Variable,Total_Generation(TWh)
0,2000,Fossil,1637.692375
1,2000,Coal,915.0029999999999
2,2000,Hard Coal,575.2220000000001
3,2000,Lignite,339.78099999999995
4,2000,Gas,476.285561
5,2000,Other fossil,246.40381399999995
6,2000,Nuclear,944.9870000000001
8,2000,Hydro,360.0204009999998
9,2000,Wind,22.370988999999998
10,2000,Solar,0.09422
11,2000,Bioenergy,33.134787999999986
12,2000,Other renewables,5.292307
13,2000,Fossil,1637.692375
14,2000,Coal,915.0029999999999
15,2000,Hard Coal,575.2220000000001
16,2000,Lignite,339.78099999999995
17,2000,Gas,476.285561
18,2000,Other fossil,246.40381399999995
19,2000,Nuclear,944.9870000000001
21,2000,Hydro,360.0204009999998
22,2000,Wind,22.370988999999998
23,2000,Solar,0.09422
24,2000,Bioenergy,33.134787999999986
25,2000,Other renewables,5.292307
26,2000,Fossil,1637.692375
27,2000,Coal,915.0029999999999
28,2000,Hard Coal,575.2220000000001
29,2000,Lignite,339.78099999999995
30,2000,Gas,476.285561
31,2000,Other fossil,246.40381399999995
32,2000,Nuclear,944.9870000000001
34,2000,Hydro,360.0204009999998
35,2000,Wind,22.370988999999998
36,2000,Solar,0.09422
37,2000,Bioenergy,33.134787999999986
38,2000,Other renewables,5.292307
39,2000,Fossil,1637.692375
40,2000,Coal,915.0029999999999
41,2000,Hard Coal,575.2220000000001
42,2000,Lignite,339.78099999999995
43,2000,Gas,476.285561
44,2000,Other fossil,246.40381399999995
45,2000,Nuclear,944.9870000000001
47,2000,Hydro,360.0204009999998
48,2000,Wind,22.370988999999998
49,2000,Solar,0.09422
50,2000,Bioenergy,33.134787999999986
51,2000,Other renewables,5.292307
52,2000,Fossil,1637.692375
53,2000,Coal,915.0029999999999
54,2000,Hard Coal,575.2220000000001
55,2000,Lignite,339.78099999999995
56,2000,Gas,476.285561
57,2000,Other fossil,246.40381399999995
58,2000,Nuclear,944.9870000000001
60,2000,Hydro,360.0204009999998
61,2000,Wind,22.370988999999998
62,2000,Solar,0.09422
63,2000,Bioenergy,33.134787999999986
64,2000,Other renewables,5.292307
65,2000,Fossil,1637.692375
66,2000,Coal,915.0029999999999
67,2000,Hard Coal,575.2220000000001
68,2000,Lignite,339.78099999999995
69,2000,Gas,476.285561
70,2000,Other fossil,246.40381399999995
71,2000,Nuclear,944.9870000000001
73,2000,Hydro,360.0204009999998
74,2000,Wind,22.370988999999998
75,2000,Solar,0.09422
76,2000,Bioenergy,33.134787999999986
77,2000,Other renewables,5.292307
78,2000,Fossil,1637.692375
79,2000,Coal,915.0029999999999
80,2000,Hard Coal,575.2220000000001
81,2000,Lignite,339.78099999999995
82,2000,Gas,476.285561
83,2000,Other fossil,246.40381399999995
84,2000,Nuclear,944.9870000000001
86,2000,Hydro,360.0204009999998
87,2000,Wind,22.370988999999998
88,2000,Solar,0.09422
89,2000,Bioenergy,33.134787999999986
90,2000,Other renewables,5.292307
91,2000,Fossil,1637.692375
92,2000,Coal,915.0029999999999
93,2000,Hard Coal,575.2220000000001
94,2000,Lignite,339.78099999999995
95,2000,Gas,476.285561
96,2000,Other fossil,246.40381399999995
97,2000,Nuclear,944.9870000000001
99,2000,Hydro,360.0204009999998
100,2000,Wind,22.370988999999998
101,2000,Solar,0.09422
102,2000,Bioenergy,33.134787999999986
103,2000,Other renewables,5.292307
104,2000,Fossil,1637.692375
105,2000,Coal,915.0029999999999
106,2000,Hard Coal,575.2220000000001
107,2000,Lignite,339.78099999999995
108,2000,Gas,476.285561
109,2000,Other fossil,246.40381399999995
110,2000,Nuclear,944.9870000000001
112,2000,Hydro,360.0204009999998
113,2000,Wind,22.370988999999998
114,2000,Solar,0.09422
115,2000,Bioenergy,33.134787999999986
116,2000,Other renewables,5.292307
117,2000,Fossil,1637.692375
118,2000,Coal,915.0029999999999
119,2000,Hard Coal,575.2220000000001
120,2000,Lignite,339.78099999999995
121,2000,Gas,476.285561
122,2000,Other fossil,246.40381399999995
123,2000,Nuclear,944.9870000000001
125,2000,Hydro,360.0204009999998
126,2000,Wind,22.370988999999998
127,2000,Solar,0.09422
128,2000,Bioenergy,33.134787999999986
129,2000,Other renewables,5.292307
130,2000,Fossil,1637.692375
131,2000,Coal,915.0029999999999
132,2000,Hard Coal,575.2220000000001
133,2000,Lignite,339.78099999999995
134,2000,Gas,476.285561
135,2000,Other fossil,246.40381399999995
136,2000,Nuclear,944.9870000000001
138,2000,Hydro,360.0204009999998
139,2000,Wind,22.370988999999998
140,2000,Solar,0.09422
141,2000,Bioenergy,33.134787999999986
142,2000,Other renewables,5.292307
143,2000,Fossil,1637.692375
144,2000,Coal,915.0029999999999
145,2000,Hard Coal,575.2220000000001
146,2000,Lignite,339.78099999999995
147,2000,Gas,476.285561
148,2000,Other fossil,246.40381399999995
149,2000,Nuclear,944.9870000000001
151,2000,Hydro,360.0204009999998
152,2000,Wind,22.370988999999998
153,2000,Solar,0.09422
154,2000,Bioenergy,33.134787999999986
155,2000,Other renewables,5.292307
156,2000,Fossil,1637.692375
157,2000,Coal,915.0029999999999
158,2000,Hard Coal,575.2220000000001
159,2000,Lignite,339.78099999999995
160,2000,Gas,476.285561
161,2000,Other fossil,246.40381399999995
162,2000,Nuclear,944.9870000000001
164,2000,Hydro,360.0204009999998
165,2000,Wind,22.370988999999998
166,2000,Solar,0.09422
167,2000,Bioenergy,33.134787999999986
168,2000,Other renewables,5.292307
169,2000,Fossil,1637.692375
170,2000,Coal,915.0029999999999
171,2000,Hard Coal,575.2220000000001
172,2000,Lignite,339.78099999999995
173,2000,Gas,476.285561
174,2000,Other fossil,246.40381399999995
175,2000,Nuclear,944.9870000000001
177,2000,Hydro,360.0204009999998
178,2000,Wind,22.370988999999998
179,2000,Solar,0.09422
180,2000,Bioenergy,33.134787999999986
181,2000,Other renewables,5.292307
182,2000,Fossil,1637.692375
183,2000,Coal,915.0029999999999
184,2000,Hard Coal,575.2220000000001
185,2000,Lignite,339.78099999999995
186,2000,Gas,476.285561
187,2000,Other fossil,246.40381399999995
188,2000,Nuclear,944.9870000000001
190,2000,Hydro,360.0204009999998
191,2000,Wind,22.370988999999998
192,2000,Solar,0.09422
193,2000,Bioenergy,33.134787999999986
194,2000,Other renewables,5.292307
195,2000,Fossil,1637.692375
196,2000,Coal,915.0029999999999
197,2000,Hard Coal,575.2220000000001
198,2000,Lignite,339.78099999999995
199,2000,Gas,476.285561
200,2000,Other fossil,246.40381399999995
201,2000,Nuclear,944.9870000000001
203,2000,Hydro,360.0204009999998
204,2000,Wind,22.370988999999998
205,2000,Solar,0.09422
206,2000,Bioenergy,33.134787999999986
207,2000,Other renewables,5.292307
208,2000,Fossil,1637.692375
209,2000,Coal,915.0029999999999
210,2000,Hard Coal,575.2220000000001
211,2000,Lignite,339.78099999999995
212,2000,Gas,476.285561
213,2000,Other fossil,246.40381399999995
214,2000,Nuclear,944.9870000000001
216,2000,Hydro,360.0204009999998
217,2000,Wind,22.370988999999998
218,2000,Solar,0.09422
219,2000,Bioenergy,33.134787999999986
220,2000,Other renewables,5.292307
221,2000,Fossil,1637.692375
222,2000,Coal,915.0029999999999
223,2000,Hard Coal,575.2220000000001
224,2000,Lignite,339.78099999999995
225,2000,Gas,476.285561
226,2000,Other fossil,246.40381399999995
227,2000,Nuclear,944.9870000000001
229,2000,Hydro,360.0204009999998
230,2000,Wind,22.370988999999998
231,2000,Solar,0.09422
232,2000,Bioenergy,33.134787999999986
233,2000,Other renewables,5.292307
234,2000,Fossil,1637.692375
235,2000,Coal,915.0029999999999
236,2000,Hard Coal,575.2220000000001
237,2000,Lignite,339.78099999999995
238,2000,Gas,476.285561
239,2000,Other fossil,246.40381399999995
240,2000,Nuclear,944.9870000000001
242,2000,Hydro,360.0204009999998
243,2000,Wind,22.370988999999998
244,2000,Solar,0.09422
245,2000,Bioenergy,33.134787999999986
246,2000,Other renewables,5.292307
247,2000,Fossil,1637.692375
248,2000,Coal,915.0029999999999
249,2000,Hard Coal,575.2220000000001
250,2000,Lignite,339.78099999999995
251,2000,Gas,476.285561
252,2000,Other fossil,246.40381399999995
253,2000,Nuclear,944.9870000000001
255,2000,Hydro,360.0204009999998
256,2000,Wind,22.370988999999998
257,2000,Solar,0.09422
258,2000,Bioenergy,33.134787999999986
259,2000,Other renewables,5.292307
260,2000,Fossil,1637.692375
261,2000,Coal,915.0029999999999
262,2000,Hard Coal,575.2220000000001
263,2000,Lignite,339.78099999999995
264,2000,Gas,476.285561
265,2000,Other fossil,246.40381399999995
266,2000,Nuclear,944.9870000000001
268,2000,Hydro,360.0204009999998
269,2000,Wind,22.370988999999998
270,2000,Solar,0.09422
271,2000,Bioenergy,33.134787999999986
272,2000,Other renewables,5.292307
273,2000,Fossil,1637.692375
274,2000,Coal,915.0029999999999
275,2000,Hard Coal,575.2220000000001
276,2000,Lignite,339.78099999999995
277,2000,Gas,476.285561
278,2000,Other fossil,246.40381399999995
279,2000,Nuclear,944.9870000000001
281,2000,Hydro,360.0204009999998
282,2000,Wind,22.370988999999998
283,2000,Solar,0.09422
284,2000,Bioenergy,33.134787999999986
285,2000,Other renewables,5.292307
286,2000,Fossil,1637.692375
287,2000,Coal,915.0029999999999
288,2000,Hard Coal,575.2220000000001
289,2000,Lignite,339.78099999999995
290,2000,Gas,476.285561
291,2000,Other fossil,246.40381399999995
292,2000,Nuclear,944.9870000000001
294,2000,Hydro,360.0204009999998
295,2000,Wind,22.370988999999998
296,2000,Solar,0.09422
297,2000,Bioenergy,33.134787999999986
298,2000,Other renewables,5.292307
299,2000,Fossil,1637.692375
300,2000,Coal,915.0029999999999
301,2000,Hard Coal,575.2220000000001
302,2000,Lignite,339.78099999999995
303,2000,Gas,476.285561
304,2000,Other fossil,246.40381399999995
305,2000,Nuclear,944.9870000000001
307,2000,Hydro,360.0204009999998
308,2000,Wind,22.370988999999998
309,2000,Solar,0.09422
310,2000,Bioenergy,33.134787999999986
311,2000,Other renewables,5.292307
312,2000,Fossil,1637.692375
313,2000,Coal,915.0029999999999
314,2000,Hard Coal,575.2220000000001
315,2000,Lignite,339.78099999999995
316,2000,Gas,476.285561
317,2000,Other fossil,246.40381399999995
318,2000,Nuclear,944.9870000000001
320,2000,Hydro,360.0204009999998
321,2000,Wind,22.370988999999998
322,2000,Solar,0.09422
323,2000,Bioenergy,33.134787999999986
324,2000,Other renewables,5.292307
325,2000,Fossil,1637.692375
326,2000,Coal,915.0029999999999
327,2000,Hard Coal,575.2220000000001
328,2000,Lignite,339.78099999999995
329,2000,Gas,476.285561
330,2000,Other fossil,246.40381399999995
331,2000,Nuclear,944.9870000000001
333,2000,Hydro,360.0204009999998
334,2000,Wind,22.370988999999998
335,2000,Solar,0.09422
336,2000,Bioenergy,33.134787999999986
337,2000,Other renewables,5.292307
338,2000,Fossil,1637.692375
339,2000,Coal,915.0029999999999
340,2000,Hard Coal,575.2220000000001
341,2000,Lignite,339.78099999999995
342,2000,Gas,476.285561
343,2000,Other fossil,246.40381399999995
344,2000,Nuclear,944.9870000000001
346,2000,Hydro,360.0204009999998
347,2000,Wind,22.370988999999998
348,2000,Solar,0.09422
349,2000,Bioenergy,33.134787999999986
350,2000,Other renewables,5.292307
351,2000,Fossil,1637.692375
352,2000,Coal,915.0029999999999
353,2000,Hard Coal,575.2220000000001
354,2000,Lignite,339.78099999999995
355,2000,Gas,476.285561
356,2000,Other fossil,246.40381399999995
357,2000,Nuclear,944.9870000000001
359,2000,Hydro,360.0204009999998
360,2000,Wind,22.370988999999998
361,2000,Solar,0.09422
362,2000,Bioenergy,33.134787999999986
363,2000,Other renewables,5.292307
364,2001,Fossil,1660.6109849999998
365,2001,Coal,923.833
366,2001,Hard Coal,573.8410000000001
367,2001,Lignite,349.992
368,2001,Gas,493.295444
369,2001,Other fossil,243.482541
370,2001,Nuclear,978.9809999999998
372,2001,Hydro,379.5809249999998
373,2001,Wind,26.747565999999996
374,2001,Solar,0.16632199999999986
375,2001,Bioenergy,37.036390999999995
376,2001,Other renewables,5.096955999999999
377,2001,Fossil,1660.6109849999998
378,2001,Coal,923.833
379,2001,Hard Coal,573.8410000000001
380,2001,Lignite,349.992
381,2001,Gas,493.295444
382,2001,Other fossil,243.482541
383,2001,Nuclear,978.9809999999998
385,2001,Hydro,379.5809249999998
386,2001,Wind,26.747565999999996
387,2001,Solar,0.16632199999999986
388,2001,Bioenergy,37.036390999999995
389,2001,Other renewables,5.096955999999999
390,2001,Fossil,1660.6109849999998
391,2001,Coal,923.833
392,2001,Hard Coal,573.8410000000001
393,2001,Lignite,349.992
394,2001,Gas,493.295444
395,2001,Other fossil,243.482541
396,2001,Nuclear,978.9809999999998
398,2001,Hydro,379.5809249999998
399,2001,Wind,26.747565999999996
400,2001,Solar,0.16632199999999986
401,2001,Bioenergy,37.036390999999995
402,2001,Other renewables,5.096955999999999
403,2001,Fossil,1660.6109849999998
404,2001,Coal,923.833
405,2001,Hard Coal,573.8410000000001
406,2001,Lignite,349.992
407,2001,Gas,493.295444
408,2001,Other fossil,243.482541
409,2001,Nuclear,978.9809999999998
411,2001,Hydro,379.5809249999998
412,2001,Wind,26.747565999999996
413,2001,Solar,0.16632199999999986
414,2001,Bioenergy,37.036390999999995
415,2001,Other renewables,5.096955999999999
416,2001,Fossil,1660.6109849999998
417,2001,Coal,923.833
418,2001,Hard Coal,573.8410000000001
419,2001,Lignite,349.992
420,2001,Gas,493.295444
421,2001,Other fossil,243.482541
422,2001,Nuclear,978.9809999999998
424,2001,Hydro,379.5809249999998
425,2001,Wind,26.747565999999996
426,2001,Solar,0.16632199999999986
427,2001,Bioenergy,37.036390999999995
428,2001,Other renewables,5.096955999999999
429,2001,Fossil,1660.6109849999998
430,2001,Coal,923.833
431,2001,Hard Coal,573.8410000000001
432,2001,Lignite,349.992
433,2001,Gas,493.295444
434,2001,Other fossil,243.482541
435,2001,Nuclear,978.9809999999998
437,2001,Hydro,379.5809249999998
438,2001,Wind,26.747565999999996
439,2001,Solar,0.16632199999999986
440,2001,Bioenergy,37.036390999999995
441,2001,Other renewables,5.096955999999999
442,2001,Fossil,1660.6109849999998
443,2001,Coal,923.833
444,2001,Hard Coal,573.8410000000001
445,2001,Lignite,349.992
446,2001,Gas,493.295444
447,2001,Other fossil,243.482541
448,2001,Nuclear,978.9809999999998
450,2001,Hydro,379.5809249999998
451,2001,Wind,26.747565999999996
452,2001,Solar,0.16632199999999986
453,2001,Bioenergy,37.036390999999995
454,2001,Other renewables,5.096955999999999
455,2001,Fossil,1660.6109849999998
456,2001,Coal,923.833
457,2001,Hard Coal,573.8410000000001
458,2001,Lignite,349.992
459,2001,Gas,493.295444
460,2001,Other fossil,243.482541
461,2001,Nuclear,978.9809999999998
463,2001,Hydro,379.5809249999998
464,2001,Wind,26.747565999999996
465,2001,Solar,0.16632199999999986
466,2001,Bioenergy,37.036390999999995
467,2001,Other renewables,5.096955999999999
468,2001,Fossil,1660.6109849999998
469,2001,Coal,923.833
470,2001,Hard Coal,573.8410000000001
471,2001,Lignite,349.992
472,2001,Gas,493.295444
473,2001,Other fossil,243.482541
474,2001,Nuclear,978.9809999999998
476,2001,Hydro,379.5809249999998
477,2001,Wind,26.747565999999996
478,2001,Solar,0.16632199999999986
479,2001,Bioenergy,37.036390999999995
480,2001,Other renewables,5.096955999999999
481,2001,Fossil,1660.6109849999998
482,2001,Coal,923.833
483,2001,Hard Coal,573.8410000000001
484,2001,Lignite,349.992
485,2001,Gas,493.295444
486,2001,Other fossil,243.482541
487,2001,Nuclear,978.9809999999998
489,2001,Hydro,379.5809249999998
490,2001,Wind,26.747565999999996
491,2001,Solar,0.16632199999999986
492,2001,Bioenergy,37.036390999999995
493,2001,Other renewables,5.096955999999999
494,2001,Fossil,1660.6109849999998
495,2001,Coal,923.833
496,2001,Hard Coal,573.8410000000001
497,2001,Lignite,349.992
498,2001,Gas,493.295444
499,2001,Other fossil,243.482541
500,2001,Nuclear,978.9809999999998
502,2001,Hydro,379.5809249999998
503,2001,Wind,26.747565999999996
504,2001,Solar,0.16632199999999986
505,2001,Bioenergy,37.036390999999995
506,2001,Other renewables,5.096955999999999
507,2001,Fossil,1660.6109849999998
508,2001,Coal,923.833
509,2001,Hard Coal,573.8410000000001
510,2001,Lignite,349.992
511,2001,Gas,493.295444
512,2001,Other fossil,243.482541
513,2001,Nuclear,978.9809999999998
515,2001,Hydro,379.5809249999998
516,2001,Wind,26.747565999999996
517,2001,Solar,0.16632199999999986
518,2001,Bioenergy,37.036390999999995
519,2001,Other renewables,5.096955999999999
520,2001,Fossil,1660.6109849999998
521,2001,Coal,923.833
522,2001,Hard Coal,573.8410000000001
523,2001,Lignite,349.992
524,2001,Gas,493.295444
525,2001,Other fossil,243.482541
526,2001,Nuclear,978.9809999999998
528,2001,Hydro,379.5809249999998
529,2001,Wind,26.747565999999996
530,2001,Solar,0.16632199999999986
531,2001,Bioenergy,37.036390999999995
532,2001,Other renewables,5.096955999999999
533,2001,Fossil,1660.6109849999998
534,2001,Coal,923.833
535,2001,Hard Coal,573.8410000000001
536,2001,Lignite,349.992
537,2001,Gas,493.295444
538,2001,Other fossil,243.482541
539,2001,Nuclear,978.9809999999998
541,2001,Hydro,379.5809249999998
542,2001,Wind,26.747565999999996
543,2001,Solar,0.16632199999999986
544,2001,Bioenergy,37.036390999999995
545,2001,Other renewables,5.096955999999999
546,2001,Fossil,1660.6109849999998
547,2001,Coal,923.833
548,2001,Hard Coal,573.8410000000001
549,2001,Lignite,349.992
550,2001,Gas,493.295444
551,2001,Other fossil,243.482541
552,2001,Nuclear,978.9809999999998
554,2001,Hydro,379.5809249999998
555,2001,Wind,26.747565999999996
556,2001,Solar,0.16632199999999986
557,2001,Bioenergy,37.036390999999995
558,2001,Other renewables,5.096955999999999
559,2001,Fossil,1660.6109849999998
560,2001,Coal,923.833
561,2001,Hard Coal,573.8410000000001
562,2001,Lignite,349.992
563,2001,Gas,493.295444
564,2001,Other fossil,243.482541
565,2001,Nuclear,978.9809999999998
567,2001,Hydro,379.5809249999998
568,2001,Wind,26.747565999999996
569,2001,Solar,0.16632199999999986
570,2001,Bioenergy,37.036390999999995
571,2001,Other renewables,5.096955999999999
572,2001,Fossil,1660.6109849999998
573,2001,Coal,923.833
574,2001,Hard Coal,573.8410000000001
575,2001,Lignite,349.992
576,2001,Gas,493.295444
577,2001,Other fossil,243.482541
578,2001,Nuclear,978.9809999999998
580,2001,Hydro,379.5809249999998
581,2001,Wind,26.747565999999996
582,2001,Solar,0.16632199999999986
583,2001,Bioenergy,37.036390999999995
584,2001,Other renewables,5.096955999999999
585,2001,Fossil,1660.6109849999998
586,2001,Coal,923.833
587,2001,Hard Coal,573.8410000000001
588,2001,Lignite,349.992
589,2001,Gas,493.295444
590,2001,Other fossil,243.482541
591,2001,Nuclear,978.9809999999998
593,2001,Hydro,379.5809249999998
594,2001,Wind,26.747565999999996
595,2001,Solar,0.16632199999999986
596,2001,Bioenergy,37.036390999999995
597,2001,Other renewables,5.096955999999999
598,2001,Fossil,1660.6109849999998
599,2001,Coal,923.833
600,2001,Hard Coal,573.8410000000001
601,2001,Lignite,349.992
602,2001,Gas,493.295444
603,2001,Other fossil,243.482541
604,2001,Nuclear,978.9809999999998
606,2001,Hydro,379.5809249999998
607,2001,Wind,26.747565999999996
608,2001,Solar,0.16632199999999986
609,2001,Bioenergy,37.036390999999995
610,2001,Other renewables,5.096955999999999
611,2001,Fossil,1660.6109849999998
612,2001,Coal,923.833
613,2001,Hard Coal,573.8410000000001
614,2001,Lignite,349.992
615,2001,Gas,493.295444
616,2001,Other fossil,243.482541
617,2001,Nuclear,978.9809999999998
619,2001,Hydro,379.5809249999998
620,2001,Wind,26.747565999999996
621,2001,Solar,0.16632199999999986
622,2001,Bioenergy,37.036390999999995
623,2001,Other renewables,5.096955999999999
624,2001,Fossil,1660.6109849999998
625,2001,Coal,923.833
626,2001,Hard Coal,573.8410000000001
627,2001,Lignite,349.992
628,2001,Gas,493.295444
629,2001,Other fossil,243.482541
630,2001,Nuclear,978.9809999999998
632,2001,Hydro,379.5809249999998
633,2001,Wind,26.747565999999996
634,2001,Solar,0.16632199999999986
635,2001,Bioenergy,37.036390999999995
636,2001,Other renewables,5.096955999999999
637,2001,Fossil,1660.6109849999998
638,2001,Coal,923.833
639,2001,Hard Coal,573.8410000000001
640,2001,Lignite,349.992
641,2001,Gas,493.295444
642,2001,Other fossil,243.482541
643,2001,Nuclear,978.9809999999998
645,2001,Hydro,379.5809249999998
646,2001,Wind,26.747565999999996
647,2001,Solar,0.16632199999999986
648,2001,Bioenergy,37.036390999999995
649,2001,Other renewables,5.096955999999999
650,2001,Fossil,1660.6109849999998
651,2001,Coal,923.833
652,2001,Hard Coal,573.8410000000001
653,2001,Lignite,349.992
654,2001,Gas,493.295444
655,2001,Other fossil,243.482541
656,2001,Nuclear,978.9809999999998
658,2001,Hydro,379.5809249999998
659,2001,Wind,26.747565999999996
660,2001,Solar,0.16632199999999986
661,2001,Bioenergy,37.036390999999995
662,2001,Other renewables,5.096955999999999
663,2001,Fossil,1660.6109849999998
664,2001,Coal,923.833
665,2001,Hard Coal,573.8410000000001
666,2001,Lignite,349.992
667,2001,Gas,493.295444
668,2001,Other fossil,243.482541
669,2001,Nuclear,978.9809999999998
671,2001,Hydro,379.5809249999998
672,2001,Wind,26.747565999999996
673,2001,Solar,0.16632199999999986
674,2001,Bioenergy,37.036390999999995
675,2001,Other renewables,5.096955999999999
676,2001,Fossil,1660.6109849999998
677,2001,Coal,923.833
678,2001,Hard Coal,573.8410000000001
679,2001,Lignite,349.992
680,2001,Gas,493.295444
681,2001,Other fossil,243.482541
682,2001,Nuclear,978.9809999999998
684,2001,Hydro,379.5809249999998
685,2001,Wind,26.747565999999996
686,2001,Solar,0.16632199999999986
687,2001,Bioenergy,37.036390999999995
688,2001,Other renewables,5.096955999999999
689,2001,Fossil,1660.6109849999998
690,2001,Coal,923.833
691,2001,Hard Coal,573.8410000000001
692,2001,Lignite,349.992
693,2001,Gas,493.295444
694,2001,Other fossil,243.482541
695,2001,Nuclear,978.9809999999998
697,2001,Hydro,379.5809249999998
698,2001,Wind,26.747565999999996
699,2001,Solar,0.16632199999999986
700,2001,Bioenergy,37.036390999999995
701,2001,Other renewables,5.096955999999999
702,2001,Fossil,1660.6109849999998
703,2001,Coal,923.833
704,2001,Hard Coal,573.8410000000001
705,2001,Lignite,349.992
706,2001,Gas,493.295444
707,2001,Other fossil,243.482541
708,2001,Nuclear,978.9809999999998
710,2001,Hydro,379.5809249999998
711,2001,Wind,26.747565999999996
712,2001,Solar,0.16632199999999986
713,2001,Bioenergy,37.036390999999995
714,2001,Other renewables,5.096955999999999
715,2001,Fossil,1660.6109849999998
716,2001,Coal,923.833
717,2001,Hard Coal,573.8410000000001
718,2001,Lignite,349.992
719,2001,Gas,493.295444
720,2001,Other fossil,243.482541
721,2001,Nuclear,978.9809999999998
723,2001,Hydro,379.5809249999998
724,2001,Wind,26.747565999999996
725,2001,Solar,0.16632199999999986
726,2001,Bioenergy,37.036390999999995
727,2001,Other renewables,5.096955999999999
728,2002,Fossil,1713.8443399999999
729,2002,Coal,931.6309999999999
730,2002,Hard Coal,584.3589999999999
731,2002,Lignite,347.27199999999993
732,2002,Gas,526.8469059999999
733,2002,Other fossil,255.36643400000003
734,2002,Nuclear,990.1539999999999
736,2002,Hydro,319.4862359999999
737,2002,Wind,36.26253999999999
738,2002,Solar,0.28093399999999996
739,2002,Bioenergy,42.97401199999998
740,2002,Other renewables,5.255449999999999
741,2002,Fossil,1713.8443399999999
742,2002,Coal,931.6309999999999
743,2002,Hard Coal,584.3589999999999
744,2002,Lignite,347.27199999999993
745,2002,Gas,526.8469059999999
746,2002,Other fossil,255.36643400000003
747,2002,Nuclear,990.1539999999999
749,2002,Hydro,319.4862359999999
750,2002,Wind,36.26253999999999
751,2002,Solar,0.28093399999999996
752,2002,Bioenergy,42.97401199999998
753,2002,Other renewables,5.255449999999999
754,2002,Fossil,1713.8443399999999
755,2002,Coal,931.6309999999999
756,2002,Hard Coal,584.3589999999999
757,2002,Lignite,347.27199999999993
758,2002,Gas,526.8469059999999
759,2002,Other fossil,255.36643400000003
760,2002,Nuclear,990.1539999999999
762,2002,Hydro,319.4862359999999
763,2002,Wind,36.26253999999999
764,2002,Solar,0.28093399999999996
765,2002,Bioenergy,42.97401199999998
766,2002,Other renewables,5.255449999999999
767,2002,Fossil,1713.8443399999999
768,2002,Coal,931.6309999999999
769,2002,Hard Coal,584.3589999999999
770,2002,Lignite,347.27199999999993
771,2002,Gas,526.8469059999999
772,2002,Other fossil,255.36643400000003
773,2002,Nuclear,990.1539999999999
775,2002,Hydro,319.4862359999999
776,2002,Wind,36.26253999999999
777,2002,Solar,0.28093399999999996
778,2002,Bioenergy,42.97401199999998
779,2002,Other renewables,5.255449999999999
780,2002,Fossil,1713.8443399999999
781,2002,Coal,931.6309999999999
782,2002,Hard Coal,584.3589999999999
783,2002,Lignite,347.27199999999993
784,2002,Gas,526.8469059999999
785,2002,Other fossil,255.36643400000003
786,2002,Nuclear,990.1539999999999
788,2002,Hydro,319.4862359999999
789,2002,Wind,36.26253999999999
790,2002,Solar,0.28093399999999996
791,2002,Bioenergy,42.97401199999998
792,2002,Other renewables,5.255449999999999
793,2002,Fossil,1713.8443399999999
794,2002,Coal,931.6309999999999
795,2002,Hard Coal,584.3589999999999
796,2002,Lignite,347.27199999999993
797,2002,Gas,526.8469059999999
798,2002,Other fossil,255.36643400000003
799,2002,Nuclear,990.1539999999999
801,2002,Hydro,319.4862359999999
802,2002,Wind,36.26253999999999
803,2002,Solar,0.28093399999999996
804,2002,Bioenergy,42.97401199999998
805,2002,Other renewables,5.255449999999999
806,2002,Fossil,1713.8443399999999
807,2002,Coal,931.6309999999999
808,2002,Hard Coal,584.3589999999999
809,2002,Lignite,347.27199999999993
810,2002,Gas,526.8469059999999
811,2002,Other fossil,255.36643400000003
812,2002,Nuclear,990.1539999999999
814,2002,Hydro,319.4862359999999
815,2002,Wind,36.26253999999999
816,2002,Solar,0.28093399999999996
817,2002,Bioenergy,42.97401199999998
818,2002,Other renewables,5.255449999999999
819,2002,Fossil,1713.8443399999999
820,2002,Coal,931.6309999999999
821,2002,Hard Coal,584.3589999999999
822,2002,Lignite,347.27199999999993
823,2002,Gas,526.8469059999999
824,2002,Other fossil,255.36643400000003
825,2002,Nuclear,990.1539999999999
827,2002,Hydro,319.4862359999999
828,2002,Wind,36.26253999999999
829,2002,Solar,0.28093399999999996
830,2002,Bioenergy,42.97401199999998
831,2002,Other renewables,5.255449999999999
832,2002,Fossil,1713.8443399999999
833,2002,Coal,931.6309999999999
834,2002,Hard Coal,584.3589999999999
835,2002,Lignite,347.27199999999993
836,2002,Gas,526.8469059999999
837,2002,Other fossil,255.36643400000003
838,2002,Nuclear,990.1539999999999
840,2002,Hydro,319.4862359999999
841,2002,Wind,36.26253999999999
842,2002,Solar,0.28093399999999996
843,2002,Bioenergy,42.97401199999998
844,2002,Other renewables,5.255449999999999
845,2002,Fossil,1713.8443399999999
846,2002,Coal,931.6309999999999
847,2002,Hard Coal,584.3589999999999
848,2002,Lignite,347.27199999999993
849,2002,Gas,526.8469059999999
850,2002,Other fossil,255.36643400000003
851,2002,Nuclear,990.1539999999999
853,2002,Hydro,319.4862359999999
854,2002,Wind,36.26253999999999
855,2002,Solar,0.28093399999999996
856,2002,Bioenergy,42.97401199999998
857,2002,Other renewables,5.255449999999999
858,2002,Fossil,1713.8443399999999
859,2002,Coal,931.6309999999999
860,2002,Hard Coal,584.3589999999999
861,2002,Lignite,347.27199999999993
862,2002,Gas,526.8469059999999
863,2002,Other fossil,255.36643400000003
864,2002,Nuclear,990.1539999999999
866,2002,Hydro,319.4862359999999
