,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh)
0,2000,Austria,Fossil,16.418859,27.4322148727254,,
1,2000,Austria,Coal,5.72699999999999,9.56852693455122,,
2,2000,Austria,Hard Coal,4.435,7.40988597079355,,
3,2000,Austria,Lignite,1.292,2.15864096375767,,
4,2000,Austria,Gas,7.851,13.1172524817813,,
5,2000,Austria,Other fossil,2.840859,4.74643545639292,,
6,2000,Austria,Nuclear,0.0,0.0,,
7,2000,Austria,Renewables,43.433614,72.5677851272745,,
8,2000,Austria,Hydro,41.835352,69.8974493501713,,
10,2000,Austria,Wind,0.066754,0.111530896977306,,
11,2000,Austria,Solar,0.003229,0.00539493163465442,,
12,2000,Austria,Bioenergy,1.528279,2.55340994849118,,
13,2000,Austria,Other renewables,0.0,0.0,,
17,2000,Belgium,Fossil,33.572,40.5591195196501,,
18,2000,Belgium,Coal,12.916,15.6041221171154,,
19,2000,Belgium,Hard Coal,12.916,15.6041221171154,,
20,2000,Belgium,Lignite,0.0,0.0,,
21,2000,Belgium,Gas,15.977,19.302187911517,,
22,2000,Belgium,Other fossil,4.679,5.6528094910176,,
23,2000,Belgium,Nuclear,48.157,58.1795996278979,,
24,2000,Belgium,Renewables,1.04399999999999,1.26128085245188,,
25,2000,Belgium,Hydro,0.459999999999999,0.555736774068838,,
27,2000,Belgium,Wind,0.016,0.0193299747502204,,
28,2000,Belgium,Solar,0.0,0.0,,
29,2000,Belgium,Bioenergy,0.568,0.686214103632827,,
30,2000,Belgium,Other renewables,0.0,0.0,,
34,2000,Bulgaria,Fossil,19.7949999999999,48.7513545463501,,
35,2000,Bulgaria,Coal,16.941,41.7224903950349,,
36,2000,Bulgaria,Hard Coal,2.972,7.31947591370308,,
37,2000,Bulgaria,Lignite,13.969,34.4030144813318,,
38,2000,Bulgaria,Gas,1.912,4.70889567530292,,
39,2000,Bulgaria,Other fossil,0.942,2.31996847601221,,
40,2000,Bulgaria,Nuclear,18.178,44.768988277017,,
41,2000,Bulgaria,Renewables,2.631,6.47965717663284,,
42,2000,Bulgaria,Hydro,2.631,6.47965717663284,,
44,2000,Bulgaria,Wind,0.0,0.0,,
45,2000,Bulgaria,Solar,0.0,0.0,,
46,2000,Bulgaria,Bioenergy,0.0,0.0,,
47,2000,Bulgaria,Other renewables,0.0,0.0,,
51,2000,Croatia,Fossil,4.809,42.6977066297312,,
52,2000,Croatia,Coal,1.551,13.7708760621154,,
53,2000,Croatia,Hard Coal,1.546,13.7264825222633,,
54,2000,Croatia,Lignite,0.005,0.0443935398520807,,
55,2000,Croatia,Gas,1.571,13.9484502215237,,
56,2000,Croatia,Other fossil,1.687,14.978380346092,,
57,2000,Croatia,Nuclear,0.0,0.0,,
58,2000,Croatia,Renewables,6.4539,57.3022933702687,,
59,2000,Croatia,Hydro,6.4529,57.2934146622983,,
61,2000,Croatia,Wind,0.0,0.0,,
62,2000,Croatia,Solar,0.0,0.0,,
63,2000,Croatia,Bioenergy,0.001,0.00887870797041614,,
64,2000,Croatia,Other renewables,0.0,0.0,,
68,2000,Cyprus,Fossil,3.37,100.0,,
69,2000,Cyprus,Coal,0.0,0.0,,
70,2000,Cyprus,Hard Coal,0.0,0.0,,
71,2000,Cyprus,Lignite,0.0,0.0,,
72,2000,Cyprus,Gas,0.0,0.0,,
73,2000,Cyprus,Other fossil,3.37,100.0,,
74,2000,Cyprus,Nuclear,0.0,0.0,,
75,2000,Cyprus,Renewables,0.0,0.0,,
76,2000,Cyprus,Hydro,0.0,0.0,,
78,2000,Cyprus,Wind,0.0,0.0,,
79,2000,Cyprus,Solar,0.0,0.0,,
80,2000,Cyprus,Bioenergy,0.0,0.0,,
81,2000,Cyprus,Other renewables,0.0,0.0,,
85,2000,Czech Republic,Fossil,57.036193,78.2283049611988,,
86,2000,Czech Republic,Coal,52.752,72.3522964324277,,
87,2000,Czech Republic,Hard Coal,5.515,7.56412865530859,,
88,2000,Czech Republic,Lignite,47.237,64.7881677771191,,
89,2000,Czech Republic,Gas,1.691,2.31930037282444,,
90,2000,Czech Republic,Other fossil,2.593193,3.55670815594663,,
91,2000,Czech Republic,Nuclear,13.59,18.6394394244141,,
92,2000,Czech Republic,Renewables,2.283725,3.13225561438705,,
93,2000,Czech Republic,Hydro,1.758,2.41119459220897,,
95,2000,Czech Republic,Wind,0.000885,0.0012138266291837,,
96,2000,Czech Republic,Solar,5e-05,6.8577775660096e-05,,
97,2000,Czech Republic,Bioenergy,0.52479,0.719778617773236,,
98,2000,Czech Republic,Other renewables,0.0,0.0,,
102,2000,Denmark,Fossil,30.4419999999999,84.5282390181596,,
103,2000,Denmark,Coal,16.673,46.2958849336369,,
104,2000,Denmark,Hard Coal,16.673,46.2958849336369,,
105,2000,Denmark,Lignite,0.0,0.0,,
106,2000,Denmark,Gas,8.774,24.3627478202921,,
107,2000,Denmark,Other fossil,4.995,13.8696062642305,,
108,2000,Denmark,Nuclear,0.0,0.0,,
109,2000,Denmark,Renewables,5.572,15.4717609818403,,
110,2000,Denmark,Hydro,0.03,0.0833009385239073,,
112,2000,Denmark,Wind,4.241,11.7759760093297,,
113,2000,Denmark,Solar,0.001,0.00277669795079691,,
114,2000,Denmark,Bioenergy,1.3,3.60970733603598,,
115,2000,Denmark,Other renewables,0.0,0.0,,
119,2000,Estonia,Fossil,8.495,99.7856282853199,,
120,2000,Estonia,Coal,0.0,0.0,,
121,2000,Estonia,Hard Coal,0.0,0.0,,
122,2000,Estonia,Lignite,0.0,0.0,,
123,2000,Estonia,Gas,0.596,7.00085161366105,,
124,2000,Estonia,Other fossil,7.899,92.7847766716589,,
125,2000,Estonia,Nuclear,0.0,0.0,,
126,2000,Estonia,Renewables,0.01825,0.214371714680057,,
127,2000,Estonia,Hydro,0.005,0.0587319766246733,,
129,2000,Estonia,Wind,0.0,0.0,,
130,2000,Estonia,Solar,0.0,0.0,,
131,2000,Estonia,Bioenergy,0.01325,0.155639738055384,,
132,2000,Estonia,Other renewables,0.0,0.0,,
170,2000,Finland,Fossil,23.927302,34.2872182540685,,
171,2000,Finland,Coal,8.487,12.1616562252726,,
172,2000,Finland,Hard Coal,8.487,12.1616562252726,,
173,2000,Finland,Lignite,0.0,0.0,,
174,2000,Finland,Gas,10.131,14.5174666216846,,
175,2000,Finland,Other fossil,5.309302,7.60809540711119,,
176,2000,Finland,Nuclear,22.479,32.2118381392605,,
177,2000,Finland,Renewables,23.378601,33.5009436066709,,
178,2000,Finland,Hydro,14.66,21.0074090093669,,
180,2000,Finland,Wind,0.078,0.111772026107136,,
181,2000,Finland,Solar,0.001576,0.00225836811724163,,
182,2000,Finland,Bioenergy,8.639025,12.3795042030795,,
183,2000,Finland,Other renewables,0.0,0.0,,
187,2000,France,Fossil,50.62,9.45841265536809,,
188,2000,France,Coal,27.0039999999999,5.04573242484314,,
189,2000,France,Hard Coal,26.595,4.96931024436022,,
190,2000,France,Lignite,0.409,0.0764221804829227,,
191,2000,France,Gas,11.514,2.15140583393734,,
192,2000,France,Other fossil,12.102,2.2612743965876,,
193,2000,France,Nuclear,415.162,77.5735581751862,,
194,2000,France,Renewables,69.4029389999999,12.9680291694456,,
195,2000,France,Hydro,66.363249,12.4000591503939,,
197,2000,France,Wind,0.04816,0.0089987584646884,,
198,2000,France,Solar,0.005223,0.000975924324357715,,
199,2000,France,Bioenergy,2.479,0.463204365323143,,
200,2000,France,Other renewables,0.507307,0.0947909709394867,,
204,2000,Germany,Fossil,364.5,63.7304612371927,,
205,2000,Germany,Coal,291.4,50.9494002867433,,
206,2000,Germany,Hard Coal,143.1,25.0201070042312,,
207,2000,Germany,Lignite,148.3,25.9292932825121,,
208,2000,Germany,Gas,49.2,8.60230094065811,,
209,2000,Germany,Other fossil,23.9,4.17876000979123,,
210,2000,Germany,Nuclear,169.6,29.6534601531629,,
211,2000,Germany,Renewables,37.8399999999999,6.61607860964436,,
212,2000,Germany,Hydro,24.9,4.35360352484526,,
214,2000,Germany,Wind,9.5,1.66101339301325,,
215,2000,Germany,Solar,0.04,0.00699374060216106,,
216,2000,Germany,Bioenergy,3.4,0.59446795118369,,
217,2000,Germany,Other renewables,0.0,0.0,,
221,2000,Greece,Fossil,49.281,92.2433317735142,,
222,2000,Greece,Coal,34.313,64.2264857276556,,
223,2000,Greece,Hard Coal,0.014,0.0262049602246139,,
224,2000,Greece,Lignite,34.299,64.2002807674309,,
225,2000,Greece,Gas,5.92,11.0809546092653,,
226,2000,Greece,Other fossil,9.048,16.9358914365933,,
227,2000,Greece,Nuclear,0.0,0.0,,
228,2000,Greece,Renewables,4.14399999999999,7.75666822648572,,
229,2000,Greece,Hydro,3.69299999999999,6.91249415067852,,
231,2000,Greece,Wind,0.451,0.844174075807206,,
232,2000,Greece,Solar,0.0,0.0,,
233,2000,Greece,Bioenergy,0.0,0.0,,
234,2000,Greece,Other renewables,0.0,0.0,,
238,2000,Hungary,Fossil,20.768,59.0154613802513,,
239,2000,Hungary,Coal,9.59,27.251457754074,,
240,2000,Hungary,Hard Coal,0.067,0.190390789314177,,
241,2000,Hungary,Lignite,9.523,27.0610669647599,,
242,2000,Hungary,Gas,6.602,18.7605968813761,,
243,2000,Hungary,Other fossil,4.576,13.0034067448011,,
244,2000,Hungary,Nuclear,14.18,40.2946476488811,,
245,2000,Hungary,Renewables,0.242778,0.689890970867424,,
246,2000,Hungary,Hydro,0.178,0.505814335789904,,
248,2000,Hungary,Wind,0.0,0.0,,
249,2000,Hungary,Solar,0.0,0.0,,
250,2000,Hungary,Bioenergy,0.0647779999999999,0.184076635077519,,
251,2000,Hungary,Other renewables,0.0,0.0,,
255,2000,Ireland,Fossil,22.488,94.9902847005153,,
256,2000,Ireland,Coal,6.817,28.7953028639013,,
257,2000,Ireland,Hard Coal,6.817,28.7953028639013,,
258,2000,Ireland,Lignite,0.0,0.0,,
259,2000,Ireland,Gas,9.263,39.1273126636816,,
260,2000,Ireland,Other fossil,6.408,27.0676691729323,,
261,2000,Ireland,Nuclear,0.0,0.0,,
262,2000,Ireland,Renewables,1.186,5.00971529948466,,
263,2000,Ireland,Hydro,0.847,3.57776463630987,,
265,2000,Ireland,Wind,0.244,1.03066655402551,,
266,2000,Ireland,Solar,0.0,0.0,,
267,2000,Ireland,Bioenergy,0.095,0.401284109149277,,
268,2000,Ireland,Other renewables,0.0,0.0,,
272,2000,Italy,Fossil,218.275882,81.0967081033286,,
273,2000,Italy,Coal,26.272,9.76091676170916,,
274,2000,Italy,Hard Coal,26.266,9.75868756330134,,
275,2000,Italy,Lignite,0.006,0.0022291984078203,,
276,2000,Italy,Gas,101.36,37.6585917694442,,
277,2000,Italy,Other fossil,90.6438819999999,33.6771995721752,,
278,2000,Italy,Nuclear,0.0,0.0,,
279,2000,Italy,Renewables,50.8791639999999,18.9032918966713,,
280,2000,Italy,Hydro,44.1994459999999,16.4215557749565,,
282,2000,Italy,Wind,0.563,0.209173117267138,,
283,2000,Italy,Solar,0.018,0.0066875952234609,,
284,2000,Italy,Bioenergy,1.39371799999999,0.517812324425082,,
285,2000,Italy,Other renewables,4.705,1.74806308479908,,
289,2000,Latvia,Fossil,1.313,31.7412428739338,,
290,2000,Latvia,Coal,0.0,0.0,,
291,2000,Latvia,Hard Coal,0.0,0.0,,
292,2000,Latvia,Lignite,0.0,0.0,,
293,2000,Latvia,Gas,1.128,27.2689428498075,,
294,2000,Latvia,Other fossil,0.185,4.47230002412624,,
295,2000,Latvia,Nuclear,0.0,0.0,,
296,2000,Latvia,Renewables,2.823574,68.2587571260661,,
297,2000,Latvia,Hydro,2.819157,68.1519779411658,,
299,2000,Latvia,Wind,0.004417,0.106779184900354,,
300,2000,Latvia,Solar,0.0,0.0,,
301,2000,Latvia,Bioenergy,0.0,0.0,,
302,2000,Latvia,Other renewables,0.0,0.0,,
306,2000,Lithuania,Fossil,2.271,20.5899701912355,,
307,2000,Lithuania,Coal,0.0,0.0,,
308,2000,Lithuania,Hard Coal,0.0,0.0,,
309,2000,Lithuania,Lignite,0.0,0.0,,
310,2000,Lithuania,Gas,1.616,14.6514274896682,,
311,2000,Lithuania,Other fossil,0.655,5.93854270156728,,
312,2000,Lithuania,Nuclear,8.419,76.3306732893053,,
313,2000,Lithuania,Renewables,0.339641999999999,3.0793565194591,,
314,2000,Lithuania,Hydro,0.339641999999999,3.0793565194591,,
316,2000,Lithuania,Wind,0.0,0.0,,
317,2000,Lithuania,Solar,0.0,0.0,,
318,2000,Lithuania,Bioenergy,0.0,0.0,,
319,2000,Lithuania,Other renewables,0.0,0.0,,
323,2000,Luxembourg,Fossil,0.248526,59.290732766333,,
324,2000,Luxembourg,Coal,0.0,0.0,,
325,2000,Luxembourg,Hard Coal,0.0,0.0,,
326,2000,Luxembourg,Lignite,0.0,0.0,,
327,2000,Luxembourg,Gas,0.214561,51.1877184402323,,
328,2000,Luxembourg,Other fossil,0.033965,8.10301432610069,,
329,2000,Luxembourg,Nuclear,0.0,0.0,,
330,2000,Luxembourg,Renewables,0.170639,40.7092672336669,,
331,2000,Luxembourg,Hydro,0.123504,29.4642921045411,,
333,2000,Luxembourg,Wind,0.0247429999999999,5.90292605537198,,
334,2000,Luxembourg,Solar,4e-05,0.00954278148223253,,
335,2000,Luxembourg,Bioenergy,0.022352,5.33250629227154,,
336,2000,Luxembourg,Other renewables,0.0,0.0,,
340,2000,Malta,Fossil,1.917,100.0,,
341,2000,Malta,Coal,0.0,0.0,,
342,2000,Malta,Hard Coal,0.0,0.0,,
343,2000,Malta,Lignite,0.0,0.0,,
344,2000,Malta,Gas,0.0,0.0,,
345,2000,Malta,Other fossil,1.917,100.0,,
346,2000,Malta,Nuclear,0.0,0.0,,
347,2000,Malta,Renewables,0.0,0.0,,
348,2000,Malta,Hydro,0.0,0.0,,
350,2000,Malta,Wind,0.0,0.0,,
351,2000,Malta,Solar,0.0,0.0,,
352,2000,Malta,Bioenergy,0.0,0.0,,
353,2000,Malta,Other renewables,0.0,0.0,,
357,2000,Netherlands,Fossil,82.486017,92.2837587498575,,
358,2000,Netherlands,Coal,24.276,27.1595187753039,,
359,2000,Netherlands,Hard Coal,24.276,27.1595187753039,,
360,2000,Netherlands,Lignite,0.0,0.0,,
361,2000,Netherlands,Gas,51.522,57.6418160463507,,
362,2000,Netherlands,Other fossil,6.68801699999999,7.48242392820283,,
363,2000,Netherlands,Nuclear,3.926,4.39233278595499,,
364,2000,Netherlands,Renewables,2.97100999999999,3.3239084641875,,
365,2000,Netherlands,Hydro,0.14243,0.159347926312676,,
367,2000,Netherlands,Wind,0.829029999999999,0.927502712567566,,
368,2000,Netherlands,Solar,0.00768399999999999,0.00859671042467604,,
369,2000,Netherlands,Bioenergy,1.991866,2.22846111488258,,
370,2000,Netherlands,Other renewables,0.0,0.0,,
374,2000,Poland,Fossil,140.842596,98.3712194305755,,
375,2000,Poland,Coal,135.888,94.9106921174759,,
376,2000,Poland,Hard Coal,82.419,57.5653798247839,,
377,2000,Poland,Lignite,53.469,37.3453122926919,,
378,2000,Poland,Gas,0.928,0.648159677712657,,
379,2000,Poland,Other fossil,4.026596,2.81236763538693,,
380,2000,Poland,Nuclear,0.0,0.0,,
381,2000,Poland,Renewables,2.332,1.62878056942448,,
382,2000,Poland,Hydro,2.106,1.47093133756773,,
384,2000,Poland,Wind,0.005,0.00349223964284837,,
385,2000,Poland,Solar,0.0,0.0,,
386,2000,Poland,Bioenergy,0.221,0.154356992213898,,
387,2000,Poland,Other renewables,0.0,0.0,,
391,2000,Portugal,Fossil,30.504,70.3310891819607,,
392,2000,Portugal,Coal,14.595,33.6507424144609,,
393,2000,Portugal,Hard Coal,14.595,33.6507424144609,,
394,2000,Portugal,Lignite,0.0,0.0,,
395,2000,Portugal,Gas,7.138,16.457622429217,,
396,2000,Portugal,Other fossil,8.771,20.2227243382827,,
397,2000,Portugal,Nuclear,0.0,0.0,,
398,2000,Portugal,Renewables,12.868,29.6689108180392,,
399,2000,Portugal,Hydro,11.323,26.1067047864982,,
401,2000,Portugal,Wind,0.168,0.38734667527437,,
402,2000,Portugal,Solar,0.001,0.00230563497187125,,
403,2000,Portugal,Bioenergy,1.296,2.98810292354514,,
404,2000,Portugal,Other renewables,0.08,0.1844507977497,,
408,2000,Romania,Fossil,31.326,60.756400310318,,
409,2000,Romania,Coal,18.926,36.7067494181536,,
410,2000,Romania,Hard Coal,0.383,0.742823894491854,,
411,2000,Romania,Lignite,18.543,35.9639255236617,,
412,2000,Romania,Gas,9.001,17.4573312645461,,
413,2000,Romania,Other fossil,3.399,6.5923196276183,,
414,2000,Romania,Nuclear,5.456,10.5818463925523,,
415,2000,Romania,Renewables,14.778,28.6617532971295,,
416,2000,Romania,Hydro,14.778,28.6617532971295,,
418,2000,Romania,Wind,0.0,0.0,,
419,2000,Romania,Solar,0.0,0.0,,
420,2000,Romania,Bioenergy,0.0,0.0,,
421,2000,Romania,Other renewables,0.0,0.0,,
425,2000,Slovakia,Fossil,9.689,31.4598350542243,,
426,2000,Slovakia,Coal,5.584,18.1310474706149,,
427,2000,Slovakia,Hard Coal,3.369,10.9390220144165,,
428,2000,Slovakia,Lignite,2.215,7.19202545619845,,
429,2000,Slovakia,Gas,3.344,10.857847912202,,
430,2000,Slovakia,Other fossil,0.761,2.47093967140723,,
431,2000,Slovakia,Nuclear,16.494,53.555425676992,,
432,2000,Slovakia,Renewables,4.61499999999999,14.9847392687836,,
433,2000,Slovakia,Hydro,4.61499999999999,14.9847392687836,,
435,2000,Slovakia,Wind,0.0,0.0,,
436,2000,Slovakia,Solar,0.0,0.0,,
437,2000,Slovakia,Bioenergy,0.0,0.0,,
438,2000,Slovakia,Other renewables,0.0,0.0,,
442,2000,Slovenia,Fossil,4.959,36.397796872696,,
443,2000,Slovenia,Coal,4.611,33.8435655132085,,
444,2000,Slovenia,Hard Coal,0.307,2.25330180276621,,
445,2000,Slovenia,Lignite,4.304,31.5902637104423,,
446,2000,Slovenia,Gas,0.293,2.15054536876384,,
447,2000,Slovenia,Other fossil,0.055,0.403685990723589,,
448,2000,Slovenia,Nuclear,4.761,34.944527306091,,
449,2000,Slovenia,Renewables,3.904451,28.6576758212129,,
450,2000,Slovenia,Hydro,3.834721,28.1458753824282,,
452,2000,Slovenia,Wind,0.0,0.0,,
453,2000,Slovenia,Solar,0.0,0.0,,
454,2000,Slovenia,Bioenergy,0.06973,0.511800438784652,,
455,2000,Slovenia,Other renewables,0.0,0.0,,
459,2000,Spain,Fossil,124.221,56.2297152324176,,
460,2000,Spain,Coal,79.094,35.8025864917593,,
461,2000,Spain,Hard Coal,72.884,32.9915760217638,,
462,2000,Spain,Lignite,6.21,2.81101046999551,,
463,2000,Spain,Gas,20.178,9.13374706337674,,
464,2000,Spain,Other fossil,24.949,11.2933816772815,,
465,2000,Spain,Nuclear,62.206,28.1580865211821,,
466,2000,Spain,Renewables,34.49,15.6121982464002,,
467,2000,Spain,Hydro,28.256,12.790323967825,,
469,2000,Spain,Wind,4.727,2.13971763150866,,
470,2000,Spain,Solar,0.014,0.00633722167148748,,
471,2000,Spain,Bioenergy,1.493,0.675819425395057,,
472,2000,Spain,Other renewables,0.0,0.0,,
476,2000,Sweden,Fossil,4.77499999999999,3.28785607532937,,
477,2000,Sweden,Coal,1.636,1.12647801868876,,
478,2000,Sweden,Hard Coal,1.636,1.12647801868876,,
479,2000,Sweden,Lignite,0.0,0.0,,
480,2000,Sweden,Gas,0.484,0.333261223132862,,
481,2000,Sweden,Other fossil,2.655,1.82811683350774,,
482,2000,Sweden,Nuclear,57.316,39.4652898038907,,
483,2000,Sweden,Renewables,83.140418,57.2468541207798,,
484,2000,Sweden,Hydro,78.584,54.1095040468447,,
486,2000,Sweden,Wind,0.457,0.31467020448702,,
487,2000,Sweden,Solar,0.001418,0.000976372757029749,,
488,2000,Sweden,Bioenergy,4.098,2.82170349669105,,
489,2000,Sweden,Other renewables,0.0,0.0,,
493,2000,United Kingdom,Fossil,279.342,74.6155592654424,,
494,2000,United Kingdom,Coal,119.95,32.0400667779632,,
495,2000,United Kingdom,Hard Coal,119.95,32.0400667779632,,
496,2000,United Kingdom,Lignite,0.0,0.0,,
497,2000,United Kingdom,Gas,148.077,39.5531218697829,,
498,2000,United Kingdom,Other fossil,11.315,3.02237061769616,,
499,2000,United Kingdom,Nuclear,85.063,22.7213355592654,,
500,2000,United Kingdom,Renewables,9.97,2.66310517529215,,
501,2000,United Kingdom,Hydro,5.086,1.35853088480801,,
503,2000,United Kingdom,Wind,0.947,0.252954924874791,,
504,2000,United Kingdom,Solar,0.001,0.00026711185308848,,
505,2000,United Kingdom,Bioenergy,3.936,1.05135225375626,,
506,2000,United Kingdom,Other renewables,0.0,0.0,,
510,2001,Austria,Fossil,18.819009,30.824451727464,14.6182508784562,2.40015
511,2001,Austria,Coal,6.893,11.2903365824103,20.3596996682381,1.166
512,2001,Austria,Hard Coal,5.299,8.67945648486762,19.4813979706877,0.864
513,2001,Austria,Lignite,1.594,2.61088009754274,23.3746130030959,0.302
514,2001,Austria,Gas,8.746,14.3254437472451,11.399821678767,0.895
515,2001,Austria,Other fossil,3.180009,5.20867139780853,11.938290495938,0.33915
516,2001,Austria,Nuclear,0.0,0.0,,0.0
517,2001,Austria,Renewables,42.233201,69.1755482725359,-2.7637879730662,-1.20041299999999
518,2001,Austria,Hydro,40.455406,66.2636225617385,-3.29851652736182,-1.37994599999999
520,2001,Austria,Wind,0.104647,0.171405752551791,56.7651376696527,0.0378929999999999
521,2001,Austria,Solar,0.005336,0.00874006035162363,65.2524001238773,0.002107
522,2001,Austria,Bioenergy,1.667812,2.73177989789395,9.13007376270955,0.139533
523,2001,Austria,Other renewables,0.0,0.0,,0.0
527,2001,Belgium,Fossil,31.194,39.6779363504541,-7.08328368878828,-2.378
528,2001,Belgium,Coal,9.936,12.6383271006639,-23.0721585630226,-2.98
529,2001,Belgium,Hard Coal,9.936,12.6383271006639,-23.0721585630226,-2.98
530,2001,Belgium,Lignite,0.0,0.0,,0.0
531,2001,Belgium,Gas,15.78,20.0717392963443,-1.23302246980034,-0.197
532,2001,Belgium,Other fossil,5.478,6.96786995344577,17.0762983543492,0.798999999999999
533,2001,Belgium,Nuclear,46.349,58.9546923096491,-3.75438669352327,-1.80799999999999
534,2001,Belgium,Renewables,1.07499999999999,1.36737133989671,2.96934865900382,0.0309999999999999
535,2001,Belgium,Hydro,0.440999999999999,0.560940242692513,-4.13043478260872,-0.0190000000000001
537,2001,Belgium,Wind,0.037,0.0470630135592358,131.25,0.0209999999999999
538,2001,Belgium,Solar,0.0,0.0,,0.0
539,2001,Belgium,Bioenergy,0.597,0.759368083644966,5.1056338028169,0.029
540,2001,Belgium,Other renewables,0.0,0.0,,0.0
544,2001,Bulgaria,Fossil,22.244,51.196832995765,12.3718110633998,2.449
545,2001,Bulgaria,Coal,19.497,44.8743325354446,15.0876571630954,2.556
546,2001,Bulgaria,Hard Coal,4.446,10.2329221137911,49.5962314939434,1.47399999999999
547,2001,Bulgaria,Lignite,15.051,34.6414104216534,7.74572267163005,1.082
548,2001,Bulgaria,Gas,1.908,4.39145645369176,-0.209205020920499,-0.004
549,2001,Bulgaria,Other fossil,0.839,1.93104400662861,-10.9341825902335,-0.102999999999999
550,2001,Bulgaria,Nuclear,19.553,45.0032222426809,7.5640884585763,1.375
551,2001,Bulgaria,Renewables,1.65099999999999,3.79994476155404,-37.2481946028126,-0.98
552,2001,Bulgaria,Hydro,1.65099999999999,3.79994476155404,-37.2481946028126,-0.98
554,2001,Bulgaria,Wind,0.0,0.0,,0.0
555,2001,Bulgaria,Solar,0.0,0.0,,0.0
556,2001,Bulgaria,Bioenergy,0.0,0.0,,0.0
557,2001,Bulgaria,Other renewables,0.0,0.0,,0.0
561,2001,Croatia,Fossil,5.59,43.7731002944308,16.2403826159284,0.780999999999999
562,2001,Croatia,Coal,1.638,12.8265363653448,5.60928433268859,0.0869999999999999
563,2001,Croatia,Hard Coal,1.625,12.7247384576833,5.10996119016817,0.0789999999999999
564,2001,Croatia,Lignite,0.013,0.101797907661467,159.999999999999,0.008
565,2001,Croatia,Gas,1.823,14.2751988974503,16.0407383831954,0.252
566,2001,Croatia,Other fossil,2.129,16.6713650316356,26.2003556609365,0.441999999999999
567,2001,Croatia,Nuclear,0.0,0.0,,0.0
568,2001,Croatia,Renewables,7.1804,56.2268997055691,11.2567594787647,0.726499999999999
569,2001,Croatia,Hydro,7.1804,56.2268997055691,11.274000836833,0.7275
571,2001,Croatia,Wind,0.0,0.0,,0.0
572,2001,Croatia,Solar,0.0,0.0,,0.0
573,2001,Croatia,Bioenergy,0.0,0.0,-100.0,-0.001
574,2001,Croatia,Other renewables,0.0,0.0,,0.0
578,2001,Cyprus,Fossil,3.551,100.0,5.37091988130564,0.181
579,2001,Cyprus,Coal,0.0,0.0,,0.0
580,2001,Cyprus,Hard Coal,0.0,0.0,,0.0
581,2001,Cyprus,Lignite,0.0,0.0,,0.0
582,2001,Cyprus,Gas,0.0,0.0,,0.0
583,2001,Cyprus,Other fossil,3.551,100.0,5.37091988130564,0.181
584,2001,Cyprus,Nuclear,0.0,0.0,,0.0
585,2001,Cyprus,Renewables,0.0,0.0,,0.0
586,2001,Cyprus,Hydro,0.0,0.0,,0.0
588,2001,Cyprus,Wind,0.0,0.0,,0.0
589,2001,Cyprus,Solar,0.0,0.0,,0.0
590,2001,Cyprus,Bioenergy,0.0,0.0,,0.0
591,2001,Cyprus,Other renewables,0.0,0.0,,0.0
595,2001,Czech Republic,Fossil,56.908726,76.6608584427512,-0.223484411030028,-0.127467000000002
596,2001,Czech Republic,Coal,52.594,70.8485582498905,-0.29951471034274,-0.158000000000001
597,2001,Czech Republic,Hard Coal,5.673,7.64200994318038,2.86491387126019,0.158
598,2001,Czech Republic,Lignite,46.921,63.2065483067101,-0.66896712322968,-0.316000000000002
599,2001,Czech Republic,Gas,1.58,2.12839339154327,-6.56416321703133,-0.110999999999999
600,2001,Czech Republic,Other fossil,2.734726,3.68390680131745,5.45786603619553,0.141532999999999
601,2001,Czech Republic,Nuclear,14.749,19.8681481847289,8.52832965415748,1.159
602,2001,Czech Republic,Renewables,2.576671,3.47099337251974,12.827551478396,0.292946
603,2001,Czech Republic,Hydro,2.054,2.76691140900625,16.8373151308305,0.296
605,2001,Czech Republic,Wind,0.0,0.0,-100.0,-0.000885
606,2001,Czech Republic,Solar,8.1e-05,0.000109113838427218,62.0,3.1e-05
607,2001,Czech Republic,Bioenergy,0.52259,0.703972849675063,-0.419215305169684,-0.00219999999999997
608,2001,Czech Republic,Other renewables,0.0,0.0,,0.0
612,2001,Denmark,Fossil,31.8669999999999,84.4987139713096,4.68103278365417,1.425
613,2001,Denmark,Coal,17.819,47.2489592448227,6.87338811251725,1.146
614,2001,Denmark,Hard Coal,17.819,47.2489592448227,6.87338811251725,1.146
615,2001,Denmark,Lignite,0.0,0.0,,0.0
616,2001,Denmark,Gas,9.273,24.5883382388035,5.6872578071575,0.499
617,2001,Denmark,Other fossil,4.775,12.6614164876832,-4.40440440440439,-0.219999999999999
618,2001,Denmark,Nuclear,0.0,0.0,,0.0
619,2001,Denmark,Renewables,5.846,15.5012860286903,4.91744436468055,0.274
620,2001,Denmark,Hydro,0.028,0.0742449553204465,-6.66666666666666,-0.00199999999999999
622,2001,Denmark,Wind,4.306,11.4178134860658,1.53265739212451,0.0650000000000003
623,2001,Denmark,Solar,0.001,0.0026516055471588,0.0,0.0
624,2001,Denmark,Bioenergy,1.511,4.00657598175695,16.2307692307692,0.210999999999999
625,2001,Denmark,Other renewables,0.0,0.0,,0.0
629,2001,Estonia,Fossil,8.465,99.7878109159495,-0.353148911124179,-0.0299999999999993
630,2001,Estonia,Coal,0.0,0.0,,0.0
