,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh)
7860,2015,Germany,Nuclear,91.8,14.2901618929016,-5.4582904222451,-5.29999999999999
7861,2015,Germany,Renewables,188.799999999999,29.3897882938978,16.1131611316113,26.1999999999999
7862,2015,Germany,Hydro,19.0,2.95765877957658,-3.06122448979592,-0.600000000000001
7864,2015,Germany,Wind,80.6,12.5466998754669,37.7777777777777,22.0999999999999
7865,2015,Germany,Solar,38.7,6.02428393524284,7.20221606648199,2.6
7866,2015,Germany,Bioenergy,50.4,7.84557907845579,4.34782608695651,2.09999999999999
7867,2015,Germany,Other renewables,0.1,0.0155666251556662,0.0,0.0
7871,2015,Greece,Fossil,36.972,71.3436646827691,-3.12843892469736,-1.19399999999999
7872,2015,Greece,Coal,22.107,42.6591581505457,-14.1342344441855,-3.63899999999999
7873,2015,Greece,Hard Coal,0.0,0.0,,0.0
7874,2015,Greece,Lignite,22.107,42.6591581505457,-14.1342344441855,-3.63899999999999
7875,2015,Greece,Gas,9.09,17.5406770519953,33.8733431516936,2.3
7876,2015,Greece,Other fossil,5.775,11.143829480228,2.57548845470694,0.145
7877,2015,Greece,Nuclear,0.0,0.0,,0.0
7878,2015,Greece,Renewables,14.850401,28.6563353172308,21.9616237786715,2.674111
7879,2015,Greece,Hydro,6.09832,11.7677295577254,36.2397174905594,1.622151
7881,2015,Greece,Wind,4.621019,8.91702991530631,25.279247405841,0.932444
7882,2015,Greece,Solar,3.899636,7.5250006266595,2.84162098797826,0.107750999999999
7883,2015,Greece,Bioenergy,0.231426,0.446575217539611,5.3559803515417,0.011765
7884,2015,Greece,Other renewables,0.0,0.0,,0.0
7888,2015,Hungary,Fossil,11.23455,37.0803954978141,6.51348210359612,0.687012000000001
7889,2015,Hungary,Coal,5.79,19.1102883455361,-3.41951626355295,-0.205
7890,2015,Hungary,Hard Coal,0.08,0.264045434826061,56.8627450980392,0.029
7891,2015,Hungary,Lignite,5.71,18.8462429107101,-3.93674293405114,-0.233999999999999
7892,2015,Hungary,Gas,5.108,16.859301013644,20.4716981132075,0.867999999999999
7893,2015,Hungary,Other fossil,0.33655,1.11080613863388,7.68290575865973,0.0240119999999999
7894,2015,Hungary,Nuclear,15.834,52.2611926879481,1.18218416512236,0.185
7895,2015,Hungary,Renewables,3.229266,10.6584118142376,2.47067577794666,0.0778609999999999
7896,2015,Hungary,Hydro,0.233710999999999,0.77137903273292,-22.4779999800979,-0.067766
7898,2015,Hungary,Wind,0.693323,2.28835966262386,5.60255277667773,0.036783
7899,2015,Hungary,Solar,0.141,0.465380078880933,110.447761194029,0.0739999999999999
7900,2015,Hungary,Bioenergy,2.161232,7.13329303999997,1.63864732118503,0.0348440000000001
7901,2015,Hungary,Other renewables,0.0,0.0,,0.0
7905,2015,Ireland,Fossil,20.2410389999999,72.0257028888723,4.25007381855164,0.825187999999997
7906,2015,Ireland,Coal,4.87443399999999,17.3451834678752,23.1929352084085,0.917685999999999
7907,2015,Ireland,Hard Coal,4.87443399999999,17.3451834678752,23.1929352084085,0.917685999999999
7908,2015,Ireland,Lignite,0.0,0.0,,0.0
7909,2015,Ireland,Gas,12.3709599999999,44.0208177757142,-2.11177651122902,-0.266883000000001
7910,2015,Ireland,Other fossil,2.995645,10.6597016452829,6.1811034785876,0.174385
7911,2015,Ireland,Nuclear,0.0,0.0,,0.0
7912,2015,Ireland,Renewables,7.86148299999999,27.9742971111276,22.9865802523001,1.46933599999999
7913,2015,Ireland,Hydro,0.806489999999999,2.86981360605286,13.8058911683275,0.0978359999999999
7915,2015,Ireland,Wind,6.57299799999999,23.3893527420777,27.8778209052382,1.43293699999999
7916,2015,Ireland,Solar,0.003408,0.0121270254676786,38.7057387057387,0.000951
7917,2015,Ireland,Bioenergy,0.478587,1.70300373752932,-11.5325107444891,-0.062388
7918,2015,Ireland,Other renewables,0.0,0.0,,0.0
7922,2015,Italy,Fossil,172.059854,61.2413606576195,9.76023320477863,15.300116
7923,2015,Italy,Coal,43.201,15.3765562405383,-0.582224881483872,-0.253
7924,2015,Italy,Hard Coal,43.201,15.3765562405383,-0.582224881483872,-0.253
7925,2015,Italy,Lignite,0.0,0.0,,0.0
7926,2015,Italy,Gas,110.878,39.4648689344787,18.3885709404629,17.2219999999999
7927,2015,Italy,Other fossil,17.980854,6.39993548260247,-8.49316158821049,-1.668884
7928,2015,Italy,Nuclear,0.0,0.0,,0.0
7929,2015,Italy,Renewables,108.893822,38.7586393423804,-9.75897450678161,-11.776152
7930,2015,Italy,Hydro,45.537324,16.2081253565801,-22.2188385257871,-13.008117
7932,2015,Italy,Wind,14.8438819999999,5.28339127337134,-2.20332830203099,-0.334428
7933,2015,Italy,Solar,22.942192,8.16582730884076,2.85042856601689,0.635826999999995
7934,2015,Italy,Bioenergy,19.385453,6.89987519508376,3.53527447422425,0.661927999999999
7935,2015,Italy,Other renewables,6.18497099999999,2.2014202085044,4.54061662857718,0.268637999999999
7939,2015,Latvia,Fossil,2.75699999999999,49.8173184296974,17.971758664955,0.419999999999999
7940,2015,Latvia,Coal,0.0,0.0,,0.0
7941,2015,Latvia,Hard Coal,0.0,0.0,,0.0
7942,2015,Latvia,Lignite,0.0,0.0,,0.0
7943,2015,Latvia,Gas,2.756,49.7992490359978,17.9289687633718,0.418999999999999
7944,2015,Latvia,Other fossil,0.001,0.0180693936995638,inf,0.001
7945,2015,Latvia,Nuclear,0.0,0.0,,0.0
7946,2015,Latvia,Renewables,2.77722,50.1826815703025,-0.898904550403201,-0.0251909999999999
7947,2015,Latvia,Hydro,1.860355,33.615486915952,-6.68546311543865,-0.133283999999999
7949,2015,Latvia,Wind,0.147135,2.65864024198532,5.31307260650479,0.00742299999999998
7950,2015,Latvia,Solar,0.000235,0.00424630751939749,137.373737373737,0.000136
7951,2015,Latvia,Bioenergy,0.769494999999999,13.9043081048458,15.0283798308122,0.100534
7952,2015,Latvia,Other renewables,0.0,0.0,,0.0
7956,2015,Lithuania,Fossil,2.315285,57.9587464628238,18.4547118707196,0.360711
7957,2015,Lithuania,Coal,0.0,0.0,,0.0
7958,2015,Lithuania,Hard Coal,0.0,0.0,,0.0
7959,2015,Lithuania,Lignite,0.0,0.0,,0.0
7960,2015,Lithuania,Gas,1.979,49.5404925311261,13.1503716409376,0.229999999999999
7961,2015,Lithuania,Other fossil,0.336285,8.4182539316977,63.5834298111628,0.130711
7962,2015,Lithuania,Nuclear,0.0,0.0,,0.0
7963,2015,Lithuania,Renewables,1.67942699999999,42.0412535371761,11.1782895342224,0.168855999999999
7964,2015,Lithuania,Hydro,0.349252999999999,8.74288309144688,-12.3864545730491,-0.0493760000000002
7966,2015,Lithuania,Wind,0.810334999999999,20.2851920238555,26.7943369832919,0.171240999999999
7967,2015,Lithuania,Solar,0.073313,1.83525120208916,0.450783733421022,0.000328999999999995
7968,2015,Lithuania,Bioenergy,0.446526,11.1779272197845,11.6694676189904,0.046662
7969,2015,Lithuania,Other renewables,0.0,0.0,,0.0
7973,2015,Luxembourg,Fossil,0.903924,67.7243745832427,-40.0092382921902,-0.602848
7974,2015,Luxembourg,Coal,0.0,0.0,,0.0
7975,2015,Luxembourg,Hard Coal,0.0,0.0,,0.0
7976,2015,Luxembourg,Lignite,0.0,0.0,,0.0
7977,2015,Luxembourg,Gas,0.837546999999999,62.751234350533,-42.2817251799503,-0.613548
7978,2015,Luxembourg,Other fossil,0.0663769999999999,4.97314023270972,19.2179894750076,0.0106999999999999
7979,2015,Luxembourg,Nuclear,0.0,0.0,,0.0
7980,2015,Luxembourg,Renewables,0.430786,32.2756254167572,8.3384050499208,0.033156
7981,2015,Luxembourg,Hydro,0.099253,7.43629702332342,-7.91832114892192,-0.00853499999999996
7983,2015,Luxembourg,Wind,0.101848,7.63072128027811,27.5076368370975,0.021972
7984,2015,Luxembourg,Solar,0.103721,7.7710513894404,9.47847288924539,0.00897999999999998
7985,2015,Luxembourg,Bioenergy,0.125964,9.43755572371526,9.32002603601651,0.010739
7986,2015,Luxembourg,Other renewables,0.0,0.0,,0.0
7990,2015,Malta,Fossil,1.203,92.2055993248986,-44.5622119815668,-0.966999999999999
7991,2015,Malta,Coal,0.0,0.0,,0.0
7992,2015,Malta,Hard Coal,0.0,0.0,,0.0
7993,2015,Malta,Lignite,0.0,0.0,,0.0
7994,2015,Malta,Gas,0.0,0.0,,0.0
7995,2015,Malta,Other fossil,1.203,92.2055993248986,-44.5622119815668,-0.966999999999999
7996,2015,Malta,Nuclear,0.0,0.0,,0.0
7997,2015,Malta,Renewables,0.101693,7.79440067510134,35.7898250767792,0.026803
7998,2015,Malta,Hydro,0.0,0.0,,0.0
8000,2015,Malta,Wind,5.8e-05,0.00444549024176568,0.0,0.0
8001,2015,Malta,Solar,0.09499,7.28063996664349,38.9148873939748,0.02661
8002,2015,Malta,Bioenergy,0.006645,0.509315218216086,2.99132052076873,0.000192999999999999
8003,2015,Malta,Other renewables,0.0,0.0,,0.0
8007,2015,Netherlands,Fossil,92.468036,83.886443592934,5.7093317120338,4.994173
8008,2015,Netherlands,Coal,39.374902,35.7206732021463,33.5421468543327,9.889902
8009,2015,Netherlands,Hard Coal,39.374902,35.7206732021463,33.5421468543327,9.889902
8010,2015,Netherlands,Lignite,0.0,0.0,,0.0
8011,2015,Netherlands,Gas,47.272902,42.8856910846176,-8.24715267264468,-4.24909799999999
8012,2015,Netherlands,Other fossil,5.820232,5.28007930617007,-9.99914487132322,-0.646630999999999
8013,2015,Netherlands,Nuclear,4.077,3.69862976789506,-0.342214617452951,-0.0140000000000002
8014,2015,Netherlands,Renewables,13.684975,12.4149266391708,17.4927995284138,2.03747399999999
8015,2015,Netherlands,Hydro,0.092699,0.0840959727383135,-17.3805704099821,-0.019501
8017,2015,Netherlands,Wind,7.549874,6.84920007855211,30.2300798556578,1.75253899999999
8018,2015,Netherlands,Solar,1.108519,1.00564173943518,52.865225791238,0.383358
8019,2015,Netherlands,Bioenergy,4.933883,4.47598884844527,-1.57440794126243,-0.0789220000000003
8020,2015,Netherlands,Other renewables,0.0,0.0,,0.0
8024,2015,Poland,Fossil,141.542228,86.1873143830218,2.1790852089627,3.01854899999997
8025,2015,Poland,Coal,130.519,79.4750954885182,0.771309450277946,0.998999999999995
8026,2015,Poland,Hard Coal,77.694,47.3091126110753,2.02087847153831,1.539
8027,2015,Poland,Lignite,52.825,32.1659828774429,-1.01189918485898,-0.539999999999999
8028,2015,Poland,Gas,6.387,3.88914590891108,19.8761261261261,1.05899999999999
8029,2015,Poland,Other fossil,4.636228,2.82307298559245,26.132559453641,0.960548999999999
8030,2015,Poland,Nuclear,0.0,0.0,,0.0
8031,2015,Poland,Renewables,22.6840609999999,13.8126856169781,14.3247970644551,2.84229299999999
8032,2015,Poland,Hydro,1.832196,1.11565329226918,-16.0486609086118,-0.350254
8034,2015,Poland,Wind,10.8583649999999,6.61183119104639,41.4654746861787,3.18273599999999
8035,2015,Poland,Solar,0.056639,0.0344883881532511,721.927151356842,0.049748
8036,2015,Poland,Bioenergy,9.936861,6.05071274550933,-0.400298773213614,-0.0399370000000001
8037,2015,Poland,Other renewables,0.0,0.0,,0.0
8041,2015,Portugal,Fossil,26.900706,52.4661260080009,31.9141023409823,6.508113
8042,2015,Portugal,Coal,14.727,28.7229873342294,23.2178714859437,2.775
8043,2015,Portugal,Hard Coal,14.727,28.7229873342294,23.2178714859437,2.775
8044,2015,Portugal,Lignite,0.0,0.0,,0.0
8045,2015,Portugal,Gas,10.562,20.599727862031,54.5507755340942,3.72799999999999
8046,2015,Portugal,Other fossil,1.61170599999999,3.14341081174044,0.318251106534117,0.0051129999999997
8047,2015,Portugal,Nuclear,0.0,0.0,,0.0
8048,2015,Portugal,Renewables,24.371816,47.533873991999,-22.7784848056048,-7.18909799999999
8049,2015,Portugal,Hydro,8.660506,16.8911254258177,-44.3730850059988,-6.908407
8051,2015,Portugal,Wind,11.607638,22.6391009203721,-4.15936397087203,-0.503756999999996
8052,2015,Portugal,Solar,0.796155,1.55279079113759,26.9145056080189,0.168839
8053,2015,Portugal,Bioenergy,3.103923,6.05377476848125,1.83861984248745,0.0560390000000001
8054,2015,Portugal,Other renewables,0.203594,0.397082086190337,-0.882155341129298,-0.00181200000000003
8058,2015,Romania,Fossil,28.0803029999999,42.5972523612397,6.37162572047245,1.68200099999999
8059,2015,Romania,Coal,18.125,27.4952588313406,2.03794404098405,0.361999999999998
8060,2015,Romania,Hard Coal,0.198,0.300361999923058,-29.7872340425531,-0.0839999999999999
8061,2015,Romania,Lignite,17.927,27.1948968314175,2.5513414564384,0.445999999999997
8062,2015,Romania,Gas,9.386,14.238372380191,15.8193484698914,1.282
8063,2015,Romania,Other fossil,0.569303,0.863621149708066,7.15242931515407,0.0380009999999999
8064,2015,Romania,Nuclear,11.64,17.6576448439616,-0.308324768756418,-0.0359999999999995
8065,2015,Romania,Renewables,26.200153,39.7451027947986,-3.4125546061491,-0.925684
8066,2015,Romania,Hydro,16.632077,25.2305248009813,-11.5530289836382,-2.172498
8068,2015,Romania,Wind,7.06293,10.7143221218008,13.9015080044703,0.86202
8069,2015,Romania,Solar,1.982,3.00665395882577,22.6491979225131,0.366009
8070,2015,Romania,Bioenergy,0.523042,0.793444147291699,3.73310010134486,0.018823
8071,2015,Romania,Other renewables,0.000104,0.000157765898949485,-26.7605633802816,-3.8e-05
8075,2015,Slovakia,Fossil,5.346,20.1492537313432,0.829875518672218,0.0440000000000004
8076,2015,Slovakia,Coal,2.83,10.666365143977,-1.49669335189696,-0.0429999999999997
8077,2015,Slovakia,Hard Coal,0.96,3.61827227498869,0.734522560335793,0.007
8078,2015,Slovakia,Lignite,1.87,7.04809286898839,-2.60416666666666,-0.0499999999999998
8079,2015,Slovakia,Gas,1.604,6.04552992612694,-0.926497838171702,-0.0149999999999999
8080,2015,Slovakia,Other fossil,0.912,3.43735866123925,12.5925925925925,0.101999999999999
8081,2015,Slovakia,Nuclear,15.146,57.0857832051861,-2.27756629459965,-0.352999999999999
8082,2015,Slovakia,Renewables,6.03999999999999,22.7649630634705,-3.03419489484668,-0.189
8083,2015,Slovakia,Hydro,3.86599999999999,14.571083974069,-8.14920408648135,-0.342999999999999
8085,2015,Slovakia,Wind,0.006,0.0226142017186793,0.0,0.0
8086,2015,Slovakia,Solar,0.506,1.90713101160862,-15.2428810720267,-0.0909999999999999
8087,2015,Slovakia,Bioenergy,1.662,6.26413387607417,17.2900494001411,0.244999999999999
8088,2015,Slovakia,Other renewables,0.0,0.0,,0.0
8092,2015,Slovenia,Fossil,4.813511,32.4963645471447,15.0933453077003,0.631244
8093,2015,Slovenia,Coal,4.385,29.6034554692468,16.6533652567172,0.625999999999999
8094,2015,Slovenia,Hard Coal,0.355,2.39663094448862,-11.9106699751861,-0.048
8095,2015,Slovenia,Lignite,4.03,27.2068245247582,20.0834326579261,0.674
8096,2015,Slovenia,Gas,0.404,2.72743352555888,8.02139037433156,0.03
8097,2015,Slovenia,Other fossil,0.0245109999999999,0.165475552339044,-50.2486451377189,-0.024756
8098,2015,Slovenia,Nuclear,5.648,38.1300607731598,-11.3343799058084,-0.722
8099,2015,Slovenia,Renewables,4.350949,29.3735746796953,-34.1477604754493,-2.25619
8100,2015,Slovenia,Hydro,3.807104,25.702037338835,-37.5019247962014,-2.28445
8102,2015,Slovenia,Wind,0.00602799999999999,0.0406954685447251,43.2169161320978,0.00181899999999999
8103,2015,Slovenia,Solar,0.274232,1.8513602737155,6.78026158500733,0.0174129999999999
8104,2015,Slovenia,Bioenergy,0.263585,1.77948159860009,3.54655342418399,0.00902800000000003
8105,2015,Slovenia,Other renewables,0.0,0.0,,0.0
8109,2015,Spain,Fossil,123.183293,44.3955606173999,14.7222612261481,15.808062
8110,2015,Spain,Coal,51.366,18.5124322555118,17.2552331819115,7.55899999999999
8111,2015,Spain,Hard Coal,51.366,18.5124322555118,17.2552331819115,7.55899999999999
8112,2015,Spain,Lignite,0.0,0.0,,0.0
8113,2015,Spain,Gas,52.499,18.9207682315562,11.0525870457333,5.225
8114,2015,Spain,Other fossil,19.318293,6.9623601303319,18.5590961610891,3.024062
8115,2015,Spain,Nuclear,57.196,20.6135785400119,-0.190210278335223,-0.109000000000001
8116,2015,Spain,Renewables,97.088299,34.990860842588,-11.9525544640215,-13.179862
8117,2015,Spain,Hydro,28.1399999999999,10.1417249478274,-28.1574054396741,-11.028964
8119,2015,Spain,Wind,49.325,17.7768508547117,-5.16793878453463,-2.68799999999999
8120,2015,Spain,Solar,13.859454,4.99498117963989,1.36779506047308,0.187010999999998
8121,2015,Spain,Bioenergy,5.763845,2.07730386040903,6.46669575307632,0.350090999999999
8122,2015,Spain,Other renewables,0.0,0.0,,0.0
8126,2015,Sweden,Fossil,3.141,1.9390626624181,7.01873935264054,0.205999999999999
8127,2015,Sweden,Coal,0.387,0.238910299381027,4.31266846361186,0.016
8128,2015,Sweden,Hard Coal,0.387,0.238910299381027,4.31266846361186,0.016
8129,2015,Sweden,Lignite,0.0,0.0,,0.0
8130,2015,Sweden,Gas,0.446,0.275333316599323,5.6872037914692,0.024
8131,2015,Sweden,Other fossil,2.308,1.42481904643775,7.74976657329598,0.165999999999999
8132,2015,Sweden,Nuclear,56.348,34.7858334612974,-13.1464155247622,-8.52899999999999
8133,2015,Sweden,Renewables,102.496481999999,63.2751038762844,19.5420177614745,16.7555149999999
8134,2015,Sweden,Hydro,75.3124819999999,46.4933530277731,18.1132019781952,11.5495149999999
8136,2015,Sweden,Wind,16.322,10.0762116446954,45.2781486426346,5.087
8137,2015,Sweden,Solar,0.097,0.0598819096639784,106.382978723404,0.05
8138,2015,Sweden,Bioenergy,10.765,6.64565729415183,0.645100972326107,0.0690000000000008
8139,2015,Sweden,Other renewables,0.0,0.0,,0.0
8143,2015,United Kingdom,Fossil,182.425786,54.3991114206969,-11.8484980331729,-24.519963
8144,2015,United Kingdom,Coal,75.878228,22.6267802917787,-24.3026885743073,-24.3607719999999
8145,2015,United Kingdom,Hard Coal,75.878228,22.6267802917787,-24.3026885743073,-24.3607719999999
8146,2015,United Kingdom,Lignite,0.0,0.0,,0.0
8147,2015,United Kingdom,Gas,99.8754159999999,29.7827078194551,-1.00857740378421,-1.01758400000001
8148,2015,United Kingdom,Other fossil,6.672142,1.98962330946301,14.764878910321,0.858393
8149,2015,United Kingdom,Nuclear,70.3449019999999,20.9767503031397,10.3484062245089,6.59690199999999
8150,2015,United Kingdom,Renewables,82.576308,24.6241382761633,27.9787926962532,18.0528769999999
8151,2015,United Kingdom,Hydro,6.297269,1.87783671096311,6.95565937207121,0.409530999999997
8153,2015,United Kingdom,Wind,40.274719,12.0098642541589,26.0187020881139,8.3154
8154,2015,United Kingdom,Solar,7.532864,2.24628939273396,85.8089978268859,3.478774
8155,2015,United Kingdom,Bioenergy,28.469457,8.48955181933402,25.8593178984514,5.84939399999999
8156,2015,United Kingdom,Other renewables,0.001999,0.000596098973255749,-9.99549752363799,-0.000221999999999999
8160,2016,Austria,Fossil,14.173322,21.7196083565309,-0.662406127125259,-0.0945109999999989
8161,2016,Austria,Coal,2.042629,3.13018372811205,-30.8581844522824,-0.911630999999999
8162,2016,Austria,Hard Coal,2.042629,3.13018372811205,-30.8581844522824,-0.911630999999999
8163,2016,Austria,Lignite,0.0,0.0,,0.0
8164,2016,Austria,Gas,8.487642,13.0067079623565,10.7519668502563,0.823993
8165,2016,Austria,Other fossil,3.643051,5.58271666606238,-0.188305290740309,-0.00687300000000012
8166,2016,Austria,Nuclear,0.0,0.0,,0.0
8167,2016,Austria,Renewables,51.0825599999999,78.280391643469,7.35680941800729,3.50051999999999
8168,2016,Austria,Hydro,39.9713369999999,61.2532323139851,7.57456508845495,2.81447099999999
8170,2016,Austria,Wind,5.234838,8.02201708039131,8.15063711683581,0.394516999999998
8171,2016,Austria,Solar,1.096016,1.67956660213404,16.9585251489171,0.158918
8172,2016,Austria,Bioenergy,4.780348,7.32554346595147,2.85418962608123,0.132654
8173,2016,Austria,Other renewables,2.1e-05,3.21810070699833e-05,-65.5737704918032,-3.99999999999999e-05
8177,2016,Belgium,Fossil,26.2934999999999,31.2440957232538,-4.87431622818442,-1.3473
8178,2016,Belgium,Coal,0.3895,0.462835882792605,-81.2262013785125,-1.6852
8179,2016,Belgium,Hard Coal,0.3895,0.462835882792605,-81.2262013785125,-1.6852
8180,2016,Belgium,Lignite,0.0,0.0,,0.0
8181,2016,Belgium,Gas,22.1223,26.2875333758738,0.436754577523945,0.0961999999999996
8182,2016,Belgium,Other fossil,3.7817,4.49372646458741,6.8276836158192,0.241699999999999
8183,2016,Belgium,Nuclear,43.523,51.7176023794161,66.7356242577481,17.42
8184,2016,Belgium,Renewables,14.3386,17.03830189733,-1.10355482598319,-0.16
8185,2016,Belgium,Hydro,0.369999999999999,0.439664381600164,16.2060301507537,0.0515999999999998
8187,2016,Belgium,Wind,5.43769999999999,6.46152164277625,-2.44528166487263,-0.1363
8188,2016,Belgium,Solar,3.0951,3.67785196619099,1.27282245926314,0.0388999999999999
8189,2016,Belgium,Bioenergy,5.4358,6.45926390676263,-2.05765765765765,-0.114199999999999
8190,2016,Belgium,Other renewables,0.0,0.0,,0.0
8194,2016,Bulgaria,Fossil,21.735,48.7816143745042,-11.5312601758384,-2.833
8195,2016,Bulgaria,Coal,19.364,43.4601877500759,-14.0218453068111,-3.158
8196,2016,Bulgaria,Hard Coal,0.465,1.04363702250492,-30.1801801801801,-0.201
8197,2016,Bulgaria,Lignite,18.899,42.4165507275709,-13.5294655929721,-2.957
8198,2016,Bulgaria,Gas,2.053,4.60771356387656,10.1394849785407,0.188999999999999
8199,2016,Bulgaria,Other fossil,0.318,0.713713060551752,74.7252747252747,0.136
8200,2016,Bulgaria,Nuclear,15.776,35.4073498215863,2.55476825066631,0.393
8201,2016,Bulgaria,Renewables,7.044721,15.8110358039094,-19.5763302795863,-1.714791
8202,2016,Bulgaria,Hydro,3.879842,8.70784247885922,-31.3853889492729,-1.77469999999999
8204,2016,Bulgaria,Wind,1.42497,3.19817515690072,-1.82850836128696,-0.0265409999999999
8205,2016,Bulgaria,Solar,1.386295,3.11137373357733,0.218394909468422,0.00302100000000016
8206,2016,Bulgaria,Bioenergy,0.353614,0.793644434572162,30.8784721579658,0.083429
8207,2016,Bulgaria,Other renewables,0.0,0.0,,0.0
8211,2016,Croatia,Fossil,4.251,33.6998165258636,14.0289699570815,0.523
8212,2016,Croatia,Coal,2.596,20.5797985653121,12.3809523809523,0.286
8213,2016,Croatia,Hard Coal,2.576,20.4212484993236,12.2929380993897,0.282
8214,2016,Croatia,Lignite,0.02,0.158550065988537,25.0,0.004
8215,2016,Croatia,Gas,1.586,12.573020232891,32.4979114452798,0.389
8216,2016,Croatia,Other fossil,0.069,0.546997727660454,-68.7782805429864,-0.152
8217,2016,Croatia,Nuclear,0.0,0.0,,0.0
8218,2016,Croatia,Renewables,8.363312,66.3001834741363,11.3715973204697,0.853936
8219,2016,Croatia,Hydro,6.852099,54.3200374304995,7.22092449014462,0.461462999999999
8221,2016,Croatia,Wind,1.014248,8.0404543664371,27.370886417722,0.217952999999999
8222,2016,Croatia,Solar,0.065541,0.519576493747736,14.4541072925398,0.00827700000000001
8223,2016,Croatia,Bioenergy,0.431424,3.42011518345193,62.6903888287622,0.166242999999999
8224,2016,Croatia,Other renewables,0.0,0.0,,0.0
8228,2016,Cyprus,Fossil,4.463,91.3116074587036,7.9322853688029,0.328
8229,2016,Cyprus,Coal,0.0,0.0,,0.0
8230,2016,Cyprus,Hard Coal,0.0,0.0,,0.0
8231,2016,Cyprus,Lignite,0.0,0.0,,0.0
8232,2016,Cyprus,Gas,0.0,0.0,,0.0
8233,2016,Cyprus,Other fossil,4.463,91.3116074587036,7.9322853688029,0.328
8234,2016,Cyprus,Nuclear,0.0,0.0,,0.0
8235,2016,Cyprus,Renewables,0.424659,8.68839254129635,6.23061298004763,0.024907
8236,2016,Cyprus,Hydro,0.0,0.0,,0.0
8238,2016,Cyprus,Wind,0.226700999999999,4.63823274086837,2.18338839883347,0.00484399999999995
8239,2016,Cyprus,Solar,0.145937,2.98582613885297,15.2203949186398,0.019278
8240,2016,Cyprus,Bioenergy,0.052021,1.06433366157499,1.53212584901241,0.000784999999999994
8241,2016,Cyprus,Other renewables,0.0,0.0,,0.0
8245,2016,Czech Republic,Fossil,48.524298,59.1672597094115,4.86633741005813,2.251777
8246,2016,Czech Republic,Coal,41.974,51.1802676474133,2.02474417248001,0.833000000000005
8247,2016,Czech Republic,Hard Coal,5.724,6.97945995172711,1.00582318687136,0.0570000000000003
8248,2016,Czech Republic,Lignite,36.25,44.2008076956861,2.18751761853752,0.776000000000003
8249,2016,Czech Republic,Gas,3.726,4.54323336480349,63.4927599824484,1.447
8250,2016,Czech Republic,Other fossil,2.82429799999999,3.44375869719478,-0.989405511826224,-0.0282230000000005
8251,2016,Czech Republic,Nuclear,24.104,29.3907936192226,-10.1970865467009,-2.737
8252,2016,Czech Republic,Renewables,9.383778,11.4419466713658,-0.388085903933166,-0.0365590000000004
8253,2016,Czech Republic,Hydro,2.000036,2.43870914815032,11.4369592967117,0.205267
8255,2016,Czech Republic,Wind,0.496957,0.605955883862761,-13.2122624045601,-0.075655
8256,2016,Czech Republic,Solar,2.131455,2.59895262253817,-5.84805680245033,-0.132390999999999
8257,2016,Czech Republic,Bioenergy,4.75533,5.79832901681454,-0.705350263410131,-0.033780000000001
8258,2016,Czech Republic,Other renewables,0.0,0.0,,0.0
8262,2016,Denmark,Fossil,12.148381,39.7806650419147,21.4403222206128,2.1448
8263,2016,Denmark,Coal,8.865235,29.0297895705492,24.6889890375052,1.755357
8264,2016,Denmark,Hard Coal,8.865235,29.0297895705492,24.6889890375052,1.755357
8265,2016,Denmark,Lignite,0.0,0.0,,0.0
8266,2016,Denmark,Gas,2.256601,7.38938699027054,23.6507926940529,0.431622
8267,2016,Denmark,Other fossil,1.02654499999999,3.36148848109491,-3.94666911195034,-0.0421790000000001
8268,2016,Denmark,Nuclear,0.0,0.0,,0.0
8269,2016,Denmark,Renewables,18.390025,60.2193349580852,-2.8886546273757,-0.547025999999998
8270,2016,Denmark,Hydro,0.0192719999999999,0.0631074195555589,6.88851913477535,0.00124199999999999
8272,2016,Denmark,Wind,12.781731,41.8546108791663,-9.56167977962642,-1.35136099999999
8273,2016,Denmark,Solar,0.74378,2.43555606667879,23.0889911991818,0.139518
8274,2016,Denmark,Bioenergy,4.845242,15.8660605926845,15.8686715130592,0.663574999999999
8275,2016,Denmark,Other renewables,0.0,0.0,,0.0
8279,2016,Estonia,Fossil,10.6619999999999,87.4961645545011,19.5961862030286,1.74699999999999
8280,2016,Estonia,Coal,0.0,0.0,,0.0
8281,2016,Estonia,Hard Coal,0.0,0.0,,0.0
8282,2016,Estonia,Lignite,0.0,0.0,,0.0
8283,2016,Estonia,Gas,0.074,0.607270322362885,19.3548387096774,0.0119999999999999
8284,2016,Estonia,Other fossil,10.588,86.8888942321382,19.5978764260702,1.73499999999999
8285,2016,Estonia,Nuclear,0.0,0.0,,0.0
8286,2016,Estonia,Renewables,1.523677,12.5038354454988,1.47023175279701,0.0220769999999999
8287,2016,Estonia,Hydro,0.035,0.287222449766229,31.578947368421,0.0084
8289,2016,Estonia,Wind,0.594,4.87457529031829,-16.9230769230769,-0.121
8290,2016,Estonia,Solar,0.009677,0.0794129041825087,inf,0.009677
8291,2016,Estonia,Bioenergy,0.885,7.2626248012318,16.4473684210526,0.125
8292,2016,Estonia,Other renewables,0.0,0.0,,0.0
8330,2016,Finland,Fossil,14.876219,21.719905933576,2.05013760033279,0.298855999999998
8331,2016,Finland,Coal,6.974,10.1823335607494,36.2109374999999,1.854
