,Unnamed: 0,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh)
2212,3096,2006,Bulgaria,Hard Coal,4.796,10.5459854109617,10.4560110548134,0.45399999999999996
2213,3097,2006,Bulgaria,Lignite,14.287,31.4158660480421,1.2113913289883897,0.171000000000001
2214,3098,2006,Bulgaria,Gas,2.1590000000000003,4.74745256510975,24.8698669751301,0.42999999999999894
2215,3099,2006,Bulgaria,Other fossil,0.509,1.11924657509998,-35.5696202531645,-0.281
2216,3100,2006,Bulgaria,Nuclear,19.493,42.8634056747032,4.5032970567737,0.839999999999999
2218,3102,2006,Bulgaria,Hydro,4.212974,9.26396212276085,-1.9652219885941202,-0.0844540000000009
2219,3104,2006,Bulgaria,Wind,0.020047,0.044081603322257995,337.03945934161703,0.01546
2220,3105,2006,Bulgaria,Solar,0.0,0.0,,0.0
2221,3106,2006,Bulgaria,Bioenergy,0.0,0.0,,0.0
2222,3107,2006,Bulgaria,Other renewables,0.0,0.0,,0.0
2223,3111,2006,Croatia,Fossil,6.276,48.5645747891356,4.65232616308153,0.27899999999999897
2224,3112,2006,Croatia,Coal,2.2569999999999997,17.464984910624402,-3.04982817869414,-0.0709999999999997
2225,3113,2006,Croatia,Hard Coal,2.234,17.2870076607598,-3.2900432900432794,-0.076
2226,3114,2006,Croatia,Lignite,0.023,0.17797724986458202,27.7777777777777,0.005
2227,3115,2006,Croatia,Gas,2.061,15.948309216126198,13.491189427312698,0.244999999999999
2228,3116,2006,Croatia,Other fossil,1.9580000000000002,15.151280662384801,5.66648677819752,0.10499999999999901
2229,3117,2006,Croatia,Nuclear,0.0,0.0,,0.0
2231,3119,2006,Croatia,Hydro,6.617000000000001,51.203280971910495,-5.94840451993461,-0.418499999999999
2232,3121,2006,Croatia,Wind,0.019,0.147024684670742,89.9999999999999,0.009000000000000001
2233,3122,2006,Croatia,Solar,0.0,0.0,,0.0
2234,3123,2006,Croatia,Bioenergy,0.011000000000000001,0.0851195542830612,-21.4285714285714,-0.003
2235,3124,2006,Croatia,Other renewables,0.0,0.0,,0.0
2236,3128,2006,Cyprus,Fossil,4.651,99.967501427186,6.28427787934184,0.27499999999999897
2237,3129,2006,Cyprus,Coal,0.0,0.0,,0.0
2238,3130,2006,Cyprus,Hard Coal,0.0,0.0,,0.0
2239,3131,2006,Cyprus,Lignite,0.0,0.0,,0.0
2240,3132,2006,Cyprus,Gas,0.0,0.0,,0.0
2241,3133,2006,Cyprus,Other fossil,4.651,99.967501427186,6.28427787934184,0.27499999999999897
2242,3134,2006,Cyprus,Nuclear,0.0,0.0,,0.0
2244,3136,2006,Cyprus,Hydro,0.0,0.0,,0.0
2245,3138,2006,Cyprus,Wind,0.00035499999999999903,0.00763028660646119,0.0,0.0
2246,3139,2006,Cyprus,Solar,0.0010019999999999999,0.0215367526188003,77.0318021201413,0.000435999999999999
2247,3140,2006,Cyprus,Bioenergy,0.000155,0.00333153358873658,inf,0.000155
2248,3141,2006,Cyprus,Other renewables,0.0,0.0,,0.0
2249,3145,2006,Czech Republic,Fossil,54.087559999999996,64.6578058086081,0.0321915117904136,0.0174060000000011
2250,3146,2006,Czech Republic,Coal,49.648999999999994,59.351825088644894,0.256451678042091,0.127000000000002
2251,3147,2006,Czech Republic,Hard Coal,6.03,7.20843330750929,8.41423948220063,0.467999999999999
2252,3148,2006,Czech Republic,Lignite,43.619,52.1433917811356,-0.7757051865332149,-0.341000000000001
2253,3149,2006,Czech Republic,Gas,1.567,1.8732363172250501,6.59863945578231,0.0969999999999999
2254,3150,2006,Czech Republic,Other fossil,2.8715599999999997,3.4327444027382006,-6.71162001641243,-0.206593999999999
2255,3151,2006,Czech Republic,Nuclear,26.046,31.136128346167002,5.32999029440308,1.31799999999999
2257,3153,2006,Czech Republic,Hydro,2.5503,3.0487010719968395,7.15951443541986,0.17039
2258,3155,2006,Czech Republic,Wind,0.0494,0.0590541634147527,132.142857142857,0.02812
2259,3156,2006,Czech Republic,Solar,0.000592,0.000707693618249668,42.9951690821255,0.000177999999999999
2260,3157,2006,Czech Republic,Bioenergy,0.918167,1.097602916195,25.4804768484162,0.186446
2261,3158,2006,Czech Republic,Other renewables,0.0,0.0,,0.0
2262,3162,2006,Denmark,Fossil,36.41,79.8272346583061,37.739275175909796,9.97599999999999
2263,3163,2006,Denmark,Coal,24.566,53.8598145184275,58.8695595938692,9.103
2264,3164,2006,Denmark,Hard Coal,24.566,53.8598145184275,58.8695595938692,9.103
2265,3165,2006,Denmark,Lignite,0.0,0.0,,0.0
2266,3166,2006,Denmark,Gas,9.401,20.611256056652998,7.072892938496571,0.621
2267,3167,2006,Denmark,Other fossil,2.443,5.35616408322553,11.5015974440894,0.252
2268,3168,2006,Denmark,Nuclear,0.0,0.0,,0.0
2270,3170,2006,Denmark,Hydro,0.023,0.0504264322202977,0.0,0.0
2271,3172,2006,Denmark,Wind,6.108,13.391506434851198,-7.6504384638645195,-0.506
2272,3173,2006,Denmark,Solar,0.002,0.0043849071495911,0.0,0.0
2273,3174,2006,Denmark,Bioenergy,3.068,6.72644756747276,-3.3091711314213597,-0.10499999999999901
2274,3175,2006,Denmark,Other renewables,0.0,0.0,,0.0
2275,3179,2006,Estonia,Fossil,9.602,98.66623837997471,-4.874182682781849,-0.49200000000000005
2276,3180,2006,Estonia,Coal,0.0,0.0,,0.0
2277,3181,2006,Estonia,Hard Coal,0.0,0.0,,0.0
2278,3182,2006,Estonia,Lignite,0.0,0.0,,0.0
2279,3183,2006,Estonia,Gas,0.539,5.5385443123105995,-0.9191176470588199,-0.005
2280,3184,2006,Estonia,Other fossil,9.062999999999999,93.1276940676641,-5.09947643979057,-0.48700000000000004
2281,3185,2006,Estonia,Nuclear,0.0,0.0,,0.0
2283,3187,2006,Estonia,Hydro,0.0135,0.13872049761816901,-38.636363636363605,-0.00849999999999999
2284,3189,2006,Estonia,Wind,0.076299,0.7840174257606429,41.2944444444444,0.022299
2285,3190,2006,Estonia,Solar,0.0,0.0,,0.0
2286,3191,2006,Estonia,Bioenergy,0.04,0.411023696646426,13.2150236336361,0.00466899999999999
2287,3192,2006,Estonia,Other renewables,0.0,0.0,,0.0
2288,3230,2006,Finland,Fossil,36.681681,44.70413701009711,55.4586102789709,13.0858949999999
2289,3231,2006,Finland,Coal,16.325,19.8953542148146,151.26981683853998,9.828
2290,3232,2006,Finland,Hard Coal,16.325,19.8953542148146,151.26981683853998,9.828
2291,3233,2006,Finland,Lignite,0.0,0.0,,0.0
2292,3234,2006,Finland,Gas,12.323,15.018098008524401,9.723087881755859,1.092
2293,3235,2006,Finland,Other fossil,8.033681,9.79068478675811,36.911622202991,2.165895
2294,3236,2006,Finland,Nuclear,22.906,27.9156498404008,-1.56847578531219,-0.365000000000002
2296,3238,2006,Finland,Hydro,11.493691,14.0074152331165,-16.6157066163668,-2.290309
2297,3240,2006,Finland,Wind,0.155641,0.18968041809175898,-8.41522401760601,-0.014301
2298,3241,2006,Finland,Solar,0.0033789999999999897,0.0041180031786743395,28.4302546560243,0.0007480000000000001
2299,3242,2006,Finland,Bioenergy,10.8139399999999,13.178999495114999,13.6847607329354,1.3017239999999901
2300,3243,2006,Finland,Other renewables,0.0,0.0,,0.0
2301,3247,2006,France,Fossil,56.902,9.992753401062911,-10.186880484879099,-6.454
2302,3248,2006,France,Coal,22.889,4.0196149976613995,-16.8126476467381,-4.626
2303,3249,2006,France,Hard Coal,22.889,4.0196149976613995,-16.8126476467381,-4.626
2304,3250,2006,France,Lignite,0.0,0.0,,0.0
2305,3251,2006,France,Gas,21.76,3.8213474747307403,-5.67428150331612,-1.30899999999999
2306,3252,2006,France,Other fossil,12.253,2.15179092867076,-4.06357657375509,-0.519
2307,3253,2006,France,Nuclear,450.191,79.0595698987366,-0.29632648179851395,-1.33800000000002
2309,3255,2006,France,Hydro,56.30369699999989,9.88768338000712,9.370302108530671,4.823819999999991
2310,3257,2006,France,Wind,2.18257999999999,0.383290283612032,126.745067891166,1.22000999999999
2311,3258,2006,France,Solar,0.012103000000000001,0.002125448919424,15.2556899342919,0.00160199999999999
2312,3259,2006,France,Bioenergy,3.377,0.593046434842175,-0.412857564140378,-0.0140000000000002
2313,3260,2006,France,Other renewables,0.464265,0.0815311528196631,-3.45813535179196,-0.0166299999999999
2314,3264,2006,Germany,Fossil,393.7,62.1369949494949,0.948717948717936,3.6999999999999797
2315,3265,2006,Germany,Coal,289.0,45.6123737373737,0.277585010409442,0.800000000000011
2316,3266,2006,Germany,Hard Coal,137.9,21.764520202020197,2.8337061894108997,3.8000000000000096
2317,3267,2006,Germany,Lignite,151.1,23.847853535353497,-1.94678780012979,-3.0
2318,3268,2006,Germany,Gas,75.3,11.8844696969696,3.5763411279229502,2.5999999999999903
2319,3269,2006,Germany,Other fossil,29.4,4.640151515151509,1.03092783505154,0.29999999999999705
2320,3270,2006,Germany,Nuclear,167.4,26.4204545454545,2.6993865030674904,4.4
2322,3272,2006,Germany,Hydro,20.0,3.15656565656565,2.04081632653061,0.39999999999999797
2323,3274,2006,Germany,Wind,31.4,4.9558080808080796,12.544802867383499,3.5
2324,3275,2006,Germany,Solar,2.2,0.347222222222222,69.23076923076921,0.9
2325,3276,2006,Germany,Bioenergy,18.9,2.98295454545454,28.5714285714285,4.19999999999999
2326,3277,2006,Germany,Other renewables,0.0,0.0,,0.0
2327,3281,2006,Greece,Fossil,52.5,87.23870118822259,-0.9820991478123431,-0.520716
2328,3282,2006,Greece,Coal,32.264,53.6127515264155,-9.225445235348712,-3.2789999999999906
2329,3283,2006,Greece,Hard Coal,0.0,0.0,,0.0
2330,3284,2006,Greece,Lignite,32.264,53.6127515264155,-9.225445235348712,-3.2789999999999906
2331,3285,2006,Greece,Gas,10.61,17.6305260877531,29.8494676294211,2.439
2332,3286,2006,Greece,Other fossil,9.626,15.9954235740539,3.43068382015738,0.31928399999999896
2333,3287,2006,Greece,Nuclear,0.0,0.0,,0.0
2335,3289,2006,Greece,Hydro,5.864848999999991,9.74555827476279,16.8879423345943,0.847351999999999
2336,3291,2006,Greece,Wind,1.699353,2.8237971158154203,34.182187718129,0.43290100000000004
2337,3292,2006,Greece,Solar,0.0013859999999999999,0.00230310171136907,45.4354669464847,0.000433
2338,3293,2006,Greece,Bioenergy,0.11412499999999902,0.189640319487731,-6.085418038183009,-0.007394999999999991
2339,3294,2006,Greece,Other renewables,0.0,0.0,,0.0
2340,3298,2006,Hungary,Fossil,20.904429999999998,58.2961065616629,4.25282845560921,0.8527630000000029
2341,3299,2006,Hungary,Coal,7.002000000000001,19.5264514815646,-0.299017513882937,-0.020999999999999
2342,3300,2006,Hungary,Hard Coal,0.35200000000000004,0.9816210970452359,2.62390670553933,0.00899999999999995
2343,3301,2006,Hungary,Lignite,6.65,18.5448303845193,-0.44910179640717995,-0.0299999999999993
2344,3302,2006,Hungary,Gas,13.16,36.6992432872594,6.30907181517086,0.7809999999999999
2345,3303,2006,Hungary,Other fossil,0.7424299999999989,2.0704117928389,14.278545778067802,0.0927629999999999
2346,3304,2006,Hungary,Nuclear,13.460999999999999,37.538640873085,-2.69625560213965,-0.37299999999999894
2348,3306,2006,Hungary,Hydro,0.185746,0.517989182647058,-8.11612986203519,-0.016406999999999998
2349,3308,2006,Hungary,Wind,0.043364,0.120929026284856,329.55918771669104,0.033269
2350,3309,2006,Hungary,Solar,0.0,0.0,,0.0
2351,3310,2006,Hungary,Bioenergy,1.26451,3.5263343563200897,-23.7033595597818,-0.392849999999999
2352,3311,2006,Hungary,Other renewables,0.0,0.0,,0.0
2353,3315,2006,Ireland,Fossil,24.641,90.8733954480398,3.73847513998231,0.8879999999999979
2354,3316,2006,Ireland,Coal,5.8839999999999995,21.6995681513033,-7.9042103615589205,-0.504999999999999
2355,3317,2006,Ireland,Hard Coal,5.8839999999999995,21.6995681513033,-7.9042103615589205,-0.504999999999999
2356,3318,2006,Ireland,Lignite,0.0,0.0,,0.0
2357,3319,2006,Ireland,Gas,13.786,50.841306344981,19.101511879049603,2.211
2358,3320,2006,Ireland,Other fossil,4.971,18.3325209517554,-14.1302470202107,-0.817999999999999
2359,3321,2006,Ireland,Nuclear,0.0,0.0,,0.0
2361,3323,2006,Ireland,Hydro,0.724273,2.67104203325101,14.734499255457301,0.0930129999999999
2362,3325,2006,Ireland,Wind,1.6220409999999899,5.98191523176551,45.8788031405419,0.510130999999999
2363,3326,2006,Ireland,Solar,0.0,0.0,,0.0
2364,3327,2006,Ireland,Bioenergy,0.128433,0.473647286943634,-1.40409328891002,-0.0018289999999999602
2365,3328,2006,Ireland,Other renewables,0.0,0.0,,0.0
2366,3332,2006,Italy,Fossil,256.029764,83.48869033238479,3.5361081165290402,8.744281999999991
2367,3333,2006,Italy,Coal,44.208,14.4157771524332,1.3805439618401,0.601999999999996
2368,3334,2006,Italy,Hard Coal,44.208,14.4157771524332,1.3805439618401,0.601999999999996
2369,3335,2006,Italy,Lignite,0.0,0.0,,0.0
2370,3336,2006,Italy,Gas,158.139,51.56751228530211,5.90114312883807,8.81200000000001
2371,3337,2006,Italy,Other fossil,53.682764,17.5054008946494,-1.23217556099828,-0.6697179999999879
2372,3338,2006,Italy,Nuclear,0.0,0.0,,0.0
2374,3340,2006,Italy,Hydro,36.9943109999999,12.0634668676214,2.57183815345847,0.927577999999996
2375,3342,2006,Italy,Wind,2.970735,0.968726333218732,26.770345126886202,0.627336
2376,3343,2006,Italy,Solar,0.035,0.0114131424252434,12.9032258064516,0.004
2377,3344,2006,Italy,Bioenergy,5.106832,1.6652857416511597,9.25219153371419,0.43248000000000003
2378,3345,2006,Italy,Other renewables,5.527366000000001,1.80241758269852,3.8108277646935202,0.202906
2379,3349,2006,Latvia,Fossil,2.105,43.02843310683271,41.0857908847184,0.613
2380,3350,2006,Latvia,Coal,0.0,0.0,,0.0
2381,3351,2006,Latvia,Hard Coal,0.0,0.0,,0.0
2382,3352,2006,Latvia,Lignite,0.0,0.0,,0.0
2383,3353,2006,Latvia,Gas,2.1,42.9262278025409,41.318977119784606,0.614
2384,3354,2006,Latvia,Other fossil,0.005,0.10220530429176401,-16.6666666666666,-0.001
2385,3355,2006,Latvia,Nuclear,0.0,0.0,,0.0
2387,3357,2006,Latvia,Hydro,2.698324,55.15660509955401,-18.854451447678603,-0.626964999999999
2388,3359,2006,Latvia,Wind,0.046212,0.9446223043862021,-1.3702138558073702,-0.0006419999999999889
2389,3360,2006,Latvia,Solar,0.0,0.0,,0.0
2390,3361,2006,Latvia,Bioenergy,0.042578,0.8703394892269469,1.83444548085429,0.0007669999999999889
2391,3362,2006,Latvia,Other renewables,0.0,0.0,,0.0
2392,3366,2006,Lithuania,Fossil,2.7939999999999996,23.5172318012903,-18.256290228203603,-0.624
2393,3367,2006,Lithuania,Coal,0.0,0.0,,0.0
2394,3368,2006,Lithuania,Hard Coal,0.0,0.0,,0.0
2395,3369,2006,Lithuania,Lignite,0.0,0.0,,0.0
2396,3370,2006,Lithuania,Gas,2.464,20.7396059979883,-18.3294663573085,-0.552999999999999
2397,3371,2006,Lithuania,Other fossil,0.33,2.777625803302,-17.7057356608478,-0.071
2398,3372,2006,Lithuania,Nuclear,8.651,72.8158812859565,-16.3103414917287,-1.686
2400,3374,2006,Lithuania,Hydro,0.39714399999999894,3.34278006674719,-11.892818873391303,-0.053607
2401,3376,2006,Lithuania,Wind,0.0137489999999999,0.11572599142302802,674.591549295774,0.0119739999999999
2402,3377,2006,Lithuania,Solar,0.0,0.0,,0.0
2403,3378,2006,Lithuania,Bioenergy,0.024756999999999998,0.20838085458287198,271.782549932422,0.018098
2404,3379,2006,Lithuania,Other renewables,0.0,0.0,,0.0
2405,3383,2006,Luxembourg,Fossil,3.2819639999999906,93.0369498513433,4.66828210101712,0.14637799999999898
2406,3384,2006,Luxembourg,Coal,0.0,0.0,,0.0
2407,3385,2006,Luxembourg,Hard Coal,0.0,0.0,,0.0
2408,3386,2006,Luxembourg,Lignite,0.0,0.0,,0.0
2409,3387,2006,Luxembourg,Gas,3.2466479999999907,92.03581366552591,4.5307246435605,0.14072099999999899
2410,3388,2006,Luxembourg,Other fossil,0.035316,1.0011361858174002,19.0734684244243,0.005657
2411,3389,2006,Luxembourg,Nuclear,0.0,0.0,,0.0
2413,3391,2006,Luxembourg,Hydro,0.11131199999999901,3.15546695876393,19.7688806636612,0.018373
2414,3393,2006,Luxembourg,Wind,0.0579859999999999,1.6437842018011102,10.9758664905934,0.00573499999999999
2415,3394,2006,Luxembourg,Solar,0.021113999999999997,0.598538606505514,19.301616001808103,0.0034159999999999998
2416,3395,2006,Luxembourg,Bioenergy,0.055215999999999994,1.5652603815860702,19.6109438294738,0.009053000000000009
2417,3396,2006,Luxembourg,Other renewables,0.0,0.0,,0.0
2418,3400,2006,Malta,Fossil,2.261,100.0,0.9374999999999909,0.0209999999999999
2419,3401,2006,Malta,Coal,0.0,0.0,,0.0
2420,3402,2006,Malta,Hard Coal,0.0,0.0,,0.0
2421,3403,2006,Malta,Lignite,0.0,0.0,,0.0
2422,3404,2006,Malta,Gas,0.0,0.0,,0.0
2423,3405,2006,Malta,Other fossil,2.261,100.0,0.9374999999999909,0.0209999999999999
2424,3406,2006,Malta,Nuclear,0.0,0.0,,0.0
2426,3408,2006,Malta,Hydro,0.0,0.0,,0.0
2427,3410,2006,Malta,Wind,0.0,0.0,,0.0
2428,3411,2006,Malta,Solar,0.0,0.0,,0.0
2429,3412,2006,Malta,Bioenergy,0.0,0.0,,0.0
2430,3413,2006,Malta,Other renewables,0.0,0.0,,0.0
2431,3417,2006,Netherlands,Fossil,87.166165,88.3275647163915,-1.19074975953504,-1.0504389999999801
2432,3418,2006,Netherlands,Coal,23.737,24.053271170906502,1.0085106382978501,0.23699999999999802
2433,3419,2006,Netherlands,Hard Coal,23.737,24.053271170906502,1.0085106382978501,0.23699999999999802
2434,3420,2006,Netherlands,Lignite,0.0,0.0,,0.0
2435,3421,2006,Netherlands,Gas,57.141999999999996,57.9033585224731,-0.7934165523706841,-0.456999999999993
2436,3422,2006,Netherlands,Other fossil,6.287165,6.37093502301187,-11.6673953763092,-0.8304389999999989
2437,3423,2006,Netherlands,Nuclear,3.469,3.5152208658160196,-13.209907430572901,-0.528
2439,3425,2006,Netherlands,Hydro,0.106,0.107412341244306,20.454545454545396,0.018000000000000002
2440,3427,2006,Netherlands,Wind,2.734291,2.77072262220033,32.3051501097183,0.667635999999999
2441,3428,2006,Netherlands,Solar,0.036543,0.0370298979819875,3.15305143115225,0.001117
2442,3429,2006,Netherlands,Bioenergy,5.173122999999991,5.24204955636575,-1.59279675638701,-0.0837310000000011
2443,3430,2006,Netherlands,Other renewables,0.0,0.0,,0.0
2444,3434,2006,Poland,Fossil,156.15496399999998,97.32560846235559,3.27196997503429,4.94746399999999
2445,3435,2006,Poland,Coal,147.00799999999998,91.6246444066547,3.6135916718940497,5.127000000000001
2446,3436,2006,Poland,Hard Coal,93.64299999999999,58.3642153908111,7.48367250898154,6.519999999999991
2447,3437,2006,Poland,Lignite,53.365,33.2604290158435,-2.5439205230285897,-1.393
2448,3438,2006,Poland,Gas,4.58,2.85454445596483,-11.326234269119,-0.585
2449,3439,2006,Poland,Other fossil,4.566964,2.84641959973602,9.74321758981135,0.40546399999999894
2450,3440,2006,Poland,Nuclear,0.0,0.0,,0.0
2452,3442,2006,Poland,Hydro,2.0420849999999997,1.27275598588623,-7.21527930809652,-0.1588
2453,3444,2006,Poland,Wind,0.256077,0.159603314552425,89.0285672104525,0.120606999999999
2454,3445,2006,Poland,Solar,0.0,0.0,,0.0
2455,3446,2006,Poland,Bioenergy,1.99279,1.24203223720571,31.8744222027665,0.481663
2456,3447,2006,Poland,Other renewables,0.0,0.0,,0.0
2457,3451,2006,Portugal,Fossil,32.853789,67.6331520020078,-13.378617864631801,-5.074247
2458,3452,2006,Portugal,Coal,14.958,30.7926944939603,-1.76014711677394,-0.268
2459,3453,2006,Portugal,Hard Coal,14.958,30.7926944939603,-1.76014711677394,-0.268
2460,3454,2006,Portugal,Lignite,0.0,0.0,,0.0
2461,3455,2006,Portugal,Gas,12.344000000000001,25.4114868855091,-9.28865373309818,-1.264
2462,3456,2006,Portugal,Other fossil,5.5517889999999905,11.4289706225384,-38.951319304212106,-3.542247
2463,3457,2006,Portugal,Nuclear,0.0,0.0,,0.0
2465,3459,2006,Portugal,Hydro,11.002179,22.6492002082407,132.571607827486,6.271516
2466,3461,2006,Portugal,Wind,2.925472,6.0224071096827805,64.9767688154549,1.152209
2467,3462,2006,Portugal,Solar,0.0048,0.00988132996196079,59.99999999999989,0.0017999999999999898
2468,3463,2006,Portugal,Bioenergy,1.704994,3.5099183952423703,1.4458916649263,0.0243009999999999
2469,3464,2006,Portugal,Other renewables,0.08522300000000001,0.17544095486420497,20.1830463538801,0.0143119999999999
2470,3468,2006,Romania,Fossil,38.705,61.7330696837084,15.0393817803536,5.059999999999991
2471,3469,2006,Romania,Coal,25.1459999999999,40.1069569891883,14.738090892498601,3.2299999999999907
2472,3470,2006,Romania,Hard Coal,0.589,0.9394336143574291,29.7356828193832,0.134999999999999
2473,3471,2006,Romania,Lignite,24.557,39.1675233748308,14.420836827881802,3.0949999999999904
2474,3472,2006,Romania,Gas,11.831,18.8700154354206,23.0857261756138,2.21899999999999
2475,3473,2006,Romania,Other fossil,1.7280000000000002,2.75609725909955,-18.375059045819498,-0.389
2476,3474,2006,Romania,Nuclear,5.632000000000001,8.98283551113928,1.3861386138613798,0.0769999999999999
2478,3476,2006,Romania,Hydro,18.355342999999998,29.276105632020897,-9.16278254708933,-1.8515099999999898
2479,3478,2006,Romania,Wind,0.000556,0.0008867998125343471,144.933920704845,0.00032900000000000003
2480,3479,2006,Romania,Solar,0.0,0.0,,0.0
2481,3480,2006,Romania,Bioenergy,0.004453,0.00710237331873282,-25.783333333333303,-0.00154699999999999
2482,3481,2006,Romania,Other renewables,0.0,0.0,,0.0
2483,3485,2006,Slovakia,Fossil,8.386000000000001,26.8770731899303,-6.081308097211339,-0.543000000000001
2484,3486,2006,Slovakia,Coal,5.309,17.0153090347412,-4.08310749774164,-0.225999999999999
2485,3487,2006,Slovakia,Hard Coal,3.365,10.7848022041635,-4.40340909090908,-0.154999999999999
2486,3488,2006,Slovakia,Lignite,1.944,6.23050683057771,-3.5235732009925598,-0.0710000000000001
2487,3489,2006,Slovakia,Gas,1.91,6.12153706090711,-12.5457875457875,-0.27399999999999997
2488,3490,2006,Slovakia,Other fossil,1.167,3.7402270942819906,-3.5537190082644505,-0.0429999999999999
2489,3491,2006,Slovakia,Nuclear,18.012,57.728337979612,1.60771704180064,0.285
2491,3493,2006,Slovakia,Hydro,4.399,14.0987651994399,-5.15308322552824,-0.238999999999999
2492,3495,2006,Slovakia,Wind,0.006,0.0192299593536349,0.0,0.0
2493,3496,2006,Slovakia,Solar,0.0,0.0,,0.0
2494,3497,2006,Slovakia,Bioenergy,0.398314,1.2765936716639499,1144.73125,0.366314
2495,3498,2006,Slovakia,Other renewables,0.0,0.0,,0.0
2496,3502,2006,Slovenia,Fossil,5.863891000000001,38.799782124322206,3.64586039859151,0.206269
2497,3503,2006,Slovenia,Coal,5.436,35.9685430080156,3.1303357996585093,0.165
2498,3504,2006,Slovenia,Hard Coal,0.504,3.3348318020676695,-2.8901734104046204,-0.015
2499,3505,2006,Slovenia,Lignite,4.9319999999999995,32.6337112059479,3.7878787878788,0.18
2500,3506,2006,Slovenia,Gas,0.371,2.4548067431887,9.43952802359882,0.0319999999999999
2501,3507,2006,Slovenia,Other fossil,0.056891,0.37643237311792,19.463693251018398,0.009269
2502,3508,2006,Slovenia,Nuclear,5.547999999999999,36.709616741808404,-5.71040108769544,-0.336
2504,3510,2006,Slovenia,Hydro,3.5909169999999997,23.760127401161604,3.75479093258672,0.129952
2505,3512,2006,Slovenia,Wind,0.0,0.0,,0.0
2506,3513,2006,Slovenia,Solar,0.000143,0.000946192356539042,308.571428571428,0.00010800000000000001
2507,3514,2006,Slovenia,Bioenergy,0.11025499999999999,0.7295275403511329,-3.04951504972609,-0.0034679999999999898
2508,3515,2006,Slovenia,Other renewables,0.0,0.0,,0.0
2509,3519,2006,Spain,Fossil,182.977999999999,61.9720380516943,-0.905058431804717,-1.67118300000001
2510,3520,2006,Spain,Coal,66.73899999999999,22.6035471342567,-15.576891452569699,-12.3139999999999
2511,3521,2006,Spain,Hard Coal,62.238,21.0791226500527,-15.478841870824,-11.3979999999999
2512,3522,2006,Spain,Lignite,4.501,1.52442448420398,-16.9097286320841,-0.9159999999999989
2513,3523,2006,Spain,Gas,90.57,30.674766837226,14.629608535520301,11.5589999999999
2514,3524,2006,Spain,Other fossil,25.669,8.69372408021151,-3.4462166387946302,-0.916183
2515,3525,2006,Spain,Nuclear,60.126000000000005,20.3638183819703,4.49608091902882,2.58699999999999
2517,3527,2006,Spain,Hydro,25.959,8.79194294277964,41.1357362708675,7.566067999999991
2518,3529,2006,Spain,Wind,23.296999999999997,7.890361521550799,10.016055912353599,2.121
2519,3530,2006,Spain,Solar,0.12496800000000001,0.0423248786807383,160.463952979428,0.076989
2520,3531,2006,Spain,Bioenergy,2.7739999999999996,0.9395142233241149,4.56714141556164,0.12115899999999999
2521,3532,2006,Spain,Other renewables,0.0,0.0,,0.0
2522,3536,2006,Sweden,Fossil,5.23851899999999,3.65605571734725,10.161090953596,0.483192999999999
2523,3537,2006,Sweden,Coal,0.879,0.6134697565377221,35.6481481481481,0.23099999999999898
2524,3538,2006,Sweden,Hard Coal,0.879,0.6134697565377221,35.6481481481481,0.23099999999999898
2525,3539,2006,Sweden,Lignite,0.0,0.0,,0.0
2526,3540,2006,Sweden,Gas,0.596,0.4159590158094221,-0.167504187604694,-0.001
2527,3541,2006,Sweden,Other fossil,3.7635189999999903,2.6266269450001003,7.21280587614938,0.253192999999999
2528,3542,2006,Sweden,Nuclear,66.977,46.744441278301494,-7.4609337220387495,-5.399999999999991
2530,3544,2006,Sweden,Hydro,61.72220600000001,43.0770269485678,-15.220243671277302,-11.080794000000001
2531,3546,2006,Sweden,Wind,0.9840000000000001,0.686751126772604,5.24064171122993,0.0489999999999999
2532,3547,2006,Sweden,Solar,0.00243,0.00169594028257868,14.245416078984402,0.000302999999999999
2533,3548,2006,Sweden,Bioenergy,8.359192,5.83402898872818,11.6075307651329,0.869382
2534,3549,2006,Sweden,Other renewables,0.0,0.0,,0.0
2535,3553,2006,United Kingdom,Fossil,299.873672,76.2201328418778,1.0117611861804,3.00361600000002
2536,3554,2006,United Kingdom,Coal,148.85,37.8338208147646,10.5565334937647,14.2129999999999
2537,3555,2006,United Kingdom,Hard Coal,148.85,37.8338208147646,10.5565334937647,14.2129999999999
2538,3556,2006,United Kingdom,Lignite,0.0,0.0,,0.0
2539,3557,2006,United Kingdom,Gas,140.828,35.7948358596014,-7.738469601677131,-11.8119999999999
2540,3558,2006,United Kingdom,Other fossil,10.195672,2.59147616751167,6.281793830870991,0.602615999999999
2541,3559,2006,United Kingdom,Nuclear,75.45100000000001,19.1776930755445,-7.555931289666491,-6.167000000000001
2543,3561,2006,United Kingdom,Hydro,4.592754,1.16735930051927,-6.67582957398777,-0.32853699999999797
2544,3563,2006,United Kingdom,Wind,4.225053,1.07389921487997,45.496216801451205,1.32116099999999
2545,3564,2006,United Kingdom,Solar,0.010695,0.00271839243274375,30.8256880733944,0.0025199999999999897
2546,3565,2006,United Kingdom,Bioenergy,9.277875,2.3581959038749303,1.9177223553790501,0.17457599999999804
2547,3566,2006,United Kingdom,Other renewables,5e-06,1.270870702545e-06,-83.3333333333333,-2.49999999999999e-05
2548,3570,2007,Austria,Fossil,19.744300999999897,31.3791187385773,-7.25610780899749,-1.544757
